"","Location","Food","Status"
"7617","Restaurant","Turkey/ Roasted",1
"7618","Catering Service/ Grocery Store","",1
"7619","Private Home/Residence/ Religious Facility","Ice",1
"7620","Restaurant","Ham/ Other",1
"7621","Unknown","Deli Meat/ Sliced Turkey Ham",1
"7622","Private Home/Residence","Soup/ Other Poultry/Egg",0
"7623","Restaurant","",1
"7624","School/College/University","Apple Juice/ Pasteurized",1
"7625","Unknown","",1
"7626","Restaurant","",1
"7627","Restaurant","",1
"7628","Restaurant","",1
"7629","Restaurant","",1
"7630","","",1
"7631","Private Home/Residence","Sandwich/ Ham/ Seafood Dish/ Unspecified/ Pudding/ Banana",1
"7632","School/College/University","",1
"7633","Restaurant","Ground Beef/ Unspecified",0
"7634","Restaurant","Bread/ Cornbread Dressing/ Turkey/ Baked/ Sweet Potato/ Unspecified",1
"7635","","",1
"7636","Restaurant/ Private Home/Residence/ Grocery Store","",1
"7637","Restaurant/ Private Home/Residence","Oysters/ Raw",0
"7638","Restaurant","Oysters/ Fried",0
"7639","Restaurant","Pizza/ Meat",1
"7640","","",1
"7641","Private Home/Residence","Pork/ Chitterlings",1
"7642","Restaurant","Steak/ Other",1
"7643","Restaurant","Fajita/ Beef/ Taco Or Nacho Salad",1
"7644","Restaurant","Chile Relleno/ Unspecified",1
"7645","Restaurant","Chicken/ Unspecified",1
"7646","Restaurant","Oysters/ Unspecified",0
"7647","Restaurant","Pizza/ Meat And Vegetable",0
"7648","Restaurant","Salsa",0
"7649","Restaurant","",0
"7650","Unknown","Multiple Foods",1
"7651","Restaurant","",0
"7652","Catering Service","Multiple Foods",0
"7653","Restaurant","",1
"7654","Private Home/Residence/ Grocery Store","",0
"7655","Restaurant","",0
"7656","Restaurant","",0
"7657","Restaurant","Salsa/ Unspecified",1
"7658","Restaurant","",1
"7659","Catering Service","Turkey And Gravy/ Turkey/ Roasted",1
"7660","Restaurant","Chicken/ Nuggets/Fingers",1
"7661","Restaurant","Multiple Foods",1
"7662","Private Home/Residence/ Grocery Store","Cake/ Custard-Filled",1
"7663","Restaurant","Chef Salad",0
"7664","Catering Service","Seafood Newberg",1
"7665","Catering Service/ Grocery Store","Sandwich/ Other Vegetable",0
"7666","Grocery Store","",0
"7667","Restaurant","",0
"7668","Restaurant","Sandwich/ Chicken",1
"7669","Restaurant","Fish/ Mahi Mahi",1
"7670","Private Home/Residence","Fish/ Roi",1
"7671","Hospital","Fish/ Mahi Mahi",1
"7672","Restaurant","Fish/ Ahi",1
"7673","Restaurant","Fish/ Mahi Mahi",1
"7674","Private Home/Residence","Sausage/ Pork",1
"7675","Restaurant","",1
"7676","Restaurant","Roast Beef/ Other",1
"7677","Restaurant","",1
"7678","Restaurant/ Private Home/Residence/ Grocery Store","",1
"7679","Catering Service","",0
"7680","Restaurant","Salsa/ Unspecified/ Chips/ Tortilla",1
"7681","Restaurant","Burrito/ Beef",1
"7682","Restaurant","",0
"7683","Restaurant","Turkey/ Baked/ Ice Cream/ Commercial",1
"7684","Restaurant","",1
"7685","Restaurant","Mayonnaise/ Commercial/ Ground Beef/ Hamburger/ Lettuce/ Unspecified",1
"7686","Restaurant","Beef/ Unspecified/ Veal/ Unspecified",1
"7687","Restaurant","Gravy/ Unspecified/ Potato/ Mashed/ Potato Salad",0
"7688","Restaurant","Tuna/ Unspecified",1
"7689","Restaurant/ Private Home/Residence","",1
"7690","Private Home/Residence/ Grocery Store","",1
"7691","Restaurant","",0
"7692","Unknown","Pork/ Smoked",1
"7693","Restaurant","",0
"7694","Restaurant","Roast Beef/ Unspecified",0
"7695","Restaurant","Beans/ Unspecified",0
"7696","Private Home/Residence","Cookies/ Unspecified",0
"7697","Restaurant","Chicken And Noodles",1
"7698","Restaurant","Pork/ Bbq/ Beans/ Baked",1
"7699","Restaurant","Beef/ Stew",1
"7700","Restaurant","Steak/ Other",1
"7701","Catering Service","Chicken/ Teriyaki",0
"7702","Restaurant","",0
"7703","Restaurant","",1
"7704","Restaurant","",1
"7705","Grocery Store","Dips/ Unspecified/ Broccoli/ Unspecified",1
"7706","Private Home/Residence","Oysters/ Raw",1
"7707","Restaurant","Oysters/ Raw",0
"7708","Restaurant","",1
"7709","Restaurant","",1
"7710","Nursing Home/Assisted Living Facility","",1
"7711","","Beef/ Other",1
"7712","Restaurant","",1
"7713","Restaurant","Spring Rolls/ Unspecified",0
"7714","Restaurant","Roast Beef/ Other",0
"7715","Restaurant","Pizza/ Meat And Vegetable",1
"7716","Private Home/Residence","Oysters/ Raw",0
"7717","Restaurant","Pizza/ Unspecified",0
"7718","Restaurant","Sandwich/ Chicken",1
"7719","Restaurant","",0
"7720","Restaurant","Hot Dog/ Unspecified",1
"7721","Restaurant/ Catering Service","Salad/ Unspecified",0
"7722","Restaurant","",1
"7723","","Ice",0
"7724","Office/Indoor Workplace","",1
"7725","Restaurant","",0
"7726","","",1
"7727","Restaurant","",0
"7728","Private Home/Residence","Chicken/ Bbq",0
"7729","Restaurant","",0
"7730","Catering Service/ Child Daycare","Shell Eggs/ Boiled Hard",1
"7731","Restaurant","",0
"7732","Catering Service","Fruit Salad",1
"7733","","Soda/ Unspecified",1
"7734","Restaurant","",1
"7735","Restaurant","Speciality Salads Unspecified",1
"7736","Restaurant","Multiple Foods",0
"7737","Restaurant","Sandwich/ Chicken",1
"7738","Restaurant","Salad Bar",0
"7739","Restaurant","Coleslaw",0
"7740","Restaurant","Oysters/ Raw",0
"7741","Restaurant","Hot Dog/ Beef",1
"7742","Restaurant","Chicken/ Nuggets/Fingers/ Quesadilla/ Chicken",0
"7743","","Pie/ Cream/ Tap Water/ House Salad",1
"7744","Restaurant","Multiple Foods",1
"7745","Catering Service","Sandwich/ Club",0
"7746","Restaurant","",1
"7747","Restaurant","Sandwich/ Chicken",0
"7748","Restaurant","Fish/ Mahi Mahi",1
"7749","Restaurant","Unspecified Fish",1
"7750","Restaurant","Chow Mein",0
"7751","Restaurant","",1
"7752","Restaurant/ Private Home/Residence","Sandwich/ Deli",0
"7753","Grocery Store","Cake/ Unspecified",0
"7754","Restaurant","",0
"7755","Restaurant","",1
"7756","Restaurant","",1
"7757","Restaurant","",0
"7758","Restaurant","",1
"7759","Restaurant/ Grocery Store","",1
"7760","Restaurant","",1
"7761","Prison/Jail","Chicken Salad",1
"7762","Restaurant/ Camp","Oysters/ Raw",0
"7763","Restaurant","Pizza/ Unspecified",1
"7764","Restaurant","",1
"7765","Restaurant","Dips/ Unspecified/ Chicken/ Unspecified",1
"7766","Restaurant","",1
"7767","Private Home/Residence","Crab/ Unspecified",1
"7768","Restaurant","Fried Rice/ Unspecified",1
"7769","Restaurant","Sandwich/ Steak/ Fish Sandwich/ Unspecified",1
"7770","Restaurant","",1
"7771","Restaurant","",0
"7772","Restaurant","Chicken/ Other",1
"7773","Restaurant","",1
"7774","Restaurant","Beef/ Other/ Chicken/ Baked",0
"7775","Restaurant","Deli Meat/ Sliced Turkey Ham",1
"7776","Restaurant","",1
"7777","Restaurant","",1
"7778","Restaurant","",0
"7779","Restaurant","",0
"7780","Restaurant/ Catering Service","Sandwich/ Submarine",1
"7781","Restaurant","",1
"7782","Restaurant","",1
"7783","Private Home/Residence","Chicken/ Casserole",1
"7784","Restaurant","",1
"7785","","",1
"7786","Restaurant/ Nursing Home/Assisted Living Facility","",0
"7787","Restaurant","Tuna/ Raw/ Sushi/ Unspecified",1
"7788","Nursing Home/Assisted Living Facility","",1
"7789","Restaurant","",1
"7790","Nursing Home/Assisted Living Facility","",1
"7791","Restaurant","Chicken Pot Pie",0
"7792","Restaurant/ Catering Service","",1
"7793","Restaurant","House Salad",0
"7794","Restaurant","Pasta Salad",0
"7795","School/College/University","Salad Bar",1
"7796","Restaurant","",1
"7797","Restaurant","Ground Beef/ Cheeseburger",1
"7798","Restaurant","",1
"7799","","Crackers/ Unspecified",1
"7800","Restaurant","Steak/ Prime Rib",1
"7801","Restaurant","Pizza/ Unspecified",1
"7802","Restaurant","Oysters/ Raw",1
"7803","Restaurant","Burrito/ Bean/ Guacamole",0
"7804","Restaurant","",1
"7805","","Lasagna/ Unspecified",0
"7806","Prison/Jail","",1
"7807","Nursing Home/Assisted Living Facility","",0
"7808","Nursing Home/Assisted Living Facility","",0
"7809","Nursing Home/Assisted Living Facility","",0
"7810","Restaurant","Cheese Spread",1
"7811","Unknown","",1
"7812","Restaurant","Lettuce-Based Salads Unspecified",1
"7813","Restaurant","Oysters/ Raw",0
"7814","Restaurant","Caesar Salad",0
"7815","Restaurant","",1
"7816","Hospital","",0
"7817","Unknown","",0
"7818","School/College/University","Sandwich/ Turkey",1
"7819","Catering Service","Green Salad",1
"7820","Restaurant","Ice",1
"7821","Restaurant","",1
"7822","Restaurant","",1
"7823","Nursing Home/Assisted Living Facility","",1
"7824","Restaurant","Chicken/ Baked",1
"7825","Restaurant","Rice/ White/ Kidney Bean/ Vegetable-Based Salads Unspecified",1
"7826","Restaurant","",1
"7827","Restaurant","",1
"7828","Restaurant","",0
"7829","Religious Facility","",1
"7830","Restaurant","",1
"7831","Restaurant","",0
"7832","Restaurant","",1
"7833","Restaurant/ Catering Service","Fruit Salad",0
"7834","Restaurant","",0
"7835","Grocery Store","Carne Asada",0
"7836","Restaurant","",0
"7837","Restaurant","",1
"7838","Restaurant","Sandwich/ Turkey",1
"7839","Restaurant","",0
"7840","Restaurant","Chicken/ Bbq",0
"7841","Restaurant","",1
"7842","Restaurant","",0
"7843","Restaurant","",1
"7844","Restaurant","",0
"7845","Restaurant","Ice",1
"7846","School/College/University","Soup Unspecified",0
"7847","Restaurant","Lettuce-Based Salads Unspecified",1
"7848","Restaurant","Pizza/ Meat And Vegetable",1
"7849","Restaurant","Ground Beef/ Unspecified",1
"7850","Private Home/Residence","Berries/ Unspecified",1
"7851","Restaurant","Oysters/ Raw",0
"7852","Restaurant","Chicken/ Unspecified",1
"7853","Restaurant","Water/ Lettuce-Based Salads Unspecified",1
"7854","Private Home/Residence","Oysters/ Raw",0
"7855","Restaurant","",1
"7856","Private Home/Residence","Ground Beef/ Other",1
"7857","Restaurant","",1
"7858","Restaurant","",1
"7859","","Cake/ Custard-Filled",1
"7860","Private Home/Residence/ Grocery Store/ School/College/University","Collard Greens/ Chicken/ Unspecified",1
"7861","Restaurant","House Salad",1
"7862","Private Home/Residence","Fish/ Puffer Unspecified",1
"7863","Restaurant","Steak/ Unspecified/ House Salad",1
"7864","Restaurant","Oysters/ Raw",0
"7865","Restaurant","Sandwich/ Beef",0
"7866","Religious Facility","Multiple Foods",0
"7867","Restaurant","Pork Fried Rice/ Chicken/ Sesame",0
"7868","Catering Service","",1
"7869","Catering Service","Roast Beef/ Unspecified/ Plantains/ Unspecified",0
"7870","Restaurant","",0
"7871","Restaurant","Ground Beef/ Hamburger",1
"7872","Restaurant","",1
"7873","Restaurant","Sandwich/ Deli",0
"7874","Restaurant","",0
"7875","Restaurant","Cake/ Unspecified",0
"7876","Restaurant","",0
"7877","Restaurant","",0
"7878","Restaurant","",1
"7879","Restaurant/ Private Home/Residence/ Office/Indoor Workplace/ Nursing Home/Assisted Living Facility","",1
"7880","Restaurant","",1
"7881","Restaurant","",1
"7882","Restaurant/ Private Home/Residence","",0
"7883","Restaurant","Pasta Salad/ Vegetable-Based Salads Unspecified/ Tuna Salad",1
"7884","","Whole Milk/ Unpasteurized",1
"7885","School/College/University","Sandwich/ Chicken",0
"7886","Restaurant","",1
"7887","Restaurant","Burrito/ Chicken",1
"7888","Restaurant","House Salad",1
"7889","Restaurant","",0
"7890","","Bruschetta/ Ice",1
"7891","Restaurant","",1
"7892","Restaurant","",1
"7893","Restaurant","Greek Salad",1
"7894","Restaurant/ Catering Service","",1
"7895","Restaurant","",1
"7896","Restaurant","Sandwich/ Steak",1
"7897","Restaurant","",1
"7898","Restaurant","",1
"7899","Restaurant","",1
"7900","Restaurant","",1
"7901","Restaurant","Sandwich/ Unspecified",1
"7902","Catering Service/ Grocery Store","Bread/ Sourdough/ Bruschetta/ Cake/ Unspecified",1
"7903","Restaurant","Soup/ Broccoli And Cheese",1
"7904","Private Home/Residence/ Grocery Store","Soda/ Unspecified",1
"7905","Restaurant","Potato/ Baked/ Salad/ Unspecified/ French Dressing",1
"7906","Private Home/Residence","Potato Salad/ Potato Chips",1
"7907","Restaurant/ Private Home/Residence","Pizza/ Meat",0
"7908","Restaurant","",1
"7909","Restaurant","Crab Cakes/ Mushrooms/ Unspecified",0
"7910","Restaurant","",0
"7911","Restaurant/ Private Home/Residence/ Catering Service","American Cheese/ Unspecified/ Deli Meat/ Sliced Ham/ Deli Meat/ Sliced Turkey",0
"7912","Restaurant","",1
"7913","Restaurant","",0
"7914","Hospital","Tuna/ Unspecified",1
"7915","School/College/University","",0
"7916","Private Home/Residence","Deli Meat/ Sliced Turkey",0
"7917","Prison/Jail","Egg Salad/Egg Salad Sandwich",1
"7918","Private Home/Residence","",0
"7919","Restaurant/ Private Home/Residence","",1
"7920","","Deli Meat/ Sliced Turkey",1
"7921","Restaurant","Salad Bar",1
"7922","","",1
"7923","Grocery Store","",1
"7924","","Ice",1
"7925","Private Home/Residence","",1
"7926","Restaurant","Pizza/ Unspecified",1
"7927","Private Home/Residence","Sausage/ Other",1
"7928","Restaurant","Sandwich/ Submarine",1
"7929","Restaurant","",1
"7930","Restaurant","Pizza/ Unspecified",1
"7931","Restaurant","",1
"7932","Restaurant","Sandwich/ Beef",1
"7933","Restaurant","",1
"7934","Restaurant","",1
"7935","Restaurant/ Private Home/Residence","",1
"7936","Restaurant","",1
"7937","Restaurant","",1
"7938","Restaurant","",0
"7939","Restaurant","",0
"7940","Restaurant","",1
"7941","Restaurant","",1
"7942","Nursing Home/Assisted Living Facility","",1
"7943","Restaurant","Salad/ Unspecified",0
"7944","Restaurant","",1
"7945","Restaurant","",1
"7946","","Chicken Salad/ Tuna/ Unspecified",1
"7947","Unknown","",1
"7948","Catering Service","",0
"7949","Nursing Home/Assisted Living Facility","",1
"7950","Catering Service","",1
"7951","Restaurant","",0
"7952","Catering Service","",1
"7953","Catering Service","Oysters/ Raw",1
"7954","Restaurant","Chicken/ Other",1
"7955","Nursing Home/Assisted Living Facility","",1
"7956","Restaurant","",1
"7957","Restaurant","",1
"7958","Restaurant","",0
"7959","Restaurant","House Salad",0
"7960","Catering Service","Pasta Salad",0
"7961","Restaurant","Ice/ Unspecified",1
"7962","Prison/Jail","",1
"7963","Restaurant/ Grocery Store","Sandwich/ Deli",0
"7964","Unknown","",0
"7965","Private Home/Residence","Pork/ Unspecified",1
"7966","Private Home/Residence","Bun",1
"7967","","",1
"7968","Catering Service","",1
"7969","Restaurant/ Catering Service","Fish Salad",1
"7970","Restaurant","",1
"7971","Restaurant","Pork/ Bbq/ French Fries",1
"7972","Private Home/Residence","Ground Beef/ Other",1
"7973","Restaurant","Ground Beef/ Hamburger",1
"7974","Restaurant","Shell Eggs/ Scrambled Soft",1
"7975","Restaurant","Shrimp/ Unspecified/ Squash/ Unspecified",1
"7976","Restaurant","",0
"7977","Restaurant","",0
"7978","Private Home/Residence","",1
"7979","Restaurant/ Private Home/Residence","Dhokla/ Chapati",0
"7980","Restaurant","Pizza/ Unspecified",1
"7981","","",0
"7982","Restaurant","Multiple Foods",0
"7983","Unknown","Unspecified Fruit",0
"7984","Grocery Store","Salad/ Unspecified",1
"7985","Restaurant","",0
"7986","Restaurant","",1
"7987","Restaurant","",0
"7988","Restaurant","",1
"7989","Grocery Store","Cake/ Unspecified",0
"7990","Restaurant","",0
"7991","Private Home/Residence","Fish/ Ahi",1
"7992","Restaurant","Garden Salad/ Vegetable-Based Salads Unspecified",1
"7993","Restaurant","",0
"7994","Restaurant","Burrito/ Chicken",1
"7995","Restaurant","Caesar Salad",1
"7996","Restaurant","House Salad",1
"7997","Restaurant","Beef/Steak Dish/ Unspecified",0
"7998","Grocery Store","Chicken/ Nuggets/Fingers",1
"7999","Restaurant","Spaghetti/ Unspecified",1
"8000","Restaurant","Tuna Salad",0
"8001","","",1
"8002","Restaurant","Pizza/ Meat And Vegetable",1
"8003","Restaurant","Oysters/ Raw",0
"8004","Private Home/Residence","Turkey/ Unspecified",0
"8005","Restaurant","Oysters/ Raw",0
"8006","Private Home/Residence","Ribs/ Pork",0
"8007","Restaurant","",0
"8008","Restaurant","Chicken/ Other",0
"8009","Restaurant","Oysters/ Raw",0
"8010","Restaurant","Rice/ White",0
"8011","Nursing Home/Assisted Living Facility","",0
"8012","Unknown","",1
"8013","Restaurant","Chicken/ Sweet And Sour",1
"8014","Restaurant","Crab/ Unspecified/ Oysters/ Raw",1
"8015","Restaurant","Chicken And Rice",1
"8016","Restaurant","Pork/ Chops",1
"8017","Restaurant","",1
"8018","Restaurant","",1
"8019","Restaurant","Sushi/ Unspecified",1
"8020","School/College/University","",1
"8021","Restaurant","",1
"8022","Unknown","",1
"8023","Restaurant","",1
"8024","Restaurant","",1
"8025","Restaurant","",0
"8026","Private Home/Residence","",1
"8027","Private Home/Residence/ Catering Service","Cake/ Unspecified",0
"8028","Restaurant","",0
"8029","Restaurant/ Private Home/Residence","",0
"8030","Restaurant","Sandwich/ Deli",0
"8031","School/College/University","Cantaloupe/ Honeydew Melon/ Watermelon",1
"8032","Restaurant","",1
"8033","Restaurant","",0
"8034","Restaurant","Ice Tea",1
"8035","Catering Service","Seafood Salad",1
"8036","Catering Service","Salmon/ Smoked",1
"8037","Restaurant","",1
"8038","Restaurant","",1
"8039","School/College/University","Tortilla/ Unspecified",1
"8040","Restaurant","Salsa/ Unspecified",1
"8041","Camp","",1
"8042","Restaurant","",1
"8043","Restaurant","",1
"8044","Private Home/Residence","",0
"8045","","Pastry/ Unspecified",1
"8046","Restaurant","Chow Mein",0
"8047","Restaurant","",1
"8048","School/College/University","Turkey/ Unspecified/ Potato/ Unspecified",1
"8049","Restaurant","",1
"8050","School/College/University","Turkey/ Other",0
"8051","Restaurant","Fried Rice/ Unspecified",0
"8052","Private Home/Residence","Raw Cake/Cookie Dough",1
"8053","Restaurant","",1
"8054","","",0
"8055","Restaurant","",1
"8056","Restaurant","Ethnic Style/ Unspecified",0
"8057","Restaurant/ Private Home/Residence","",1
"8058","Restaurant","Beef/ Chimichanga",1
"8059","Unknown","",1
"8060","Restaurant","",1
"8061","Restaurant","Chicken/ Other",1
"8062","Restaurant","Cheese Bread",1
"8063","Restaurant","",0
"8064","Restaurant","",1
"8065","Restaurant","",0
"8066","Restaurant","",1
"8067","School/College/University","",1
"8068","Hospital","",1
"8069","Restaurant","",0
"8070","Restaurant","Pizza/ Cheese/ Pizza/ Meat And Vegetable",1
"8071","Unknown","",0
"8072","Unknown","",1
"8073","Nursing Home/Assisted Living Facility","",1
"8074","Restaurant","Burrito/ Chicken",1
"8075","","Oysters/ Raw",1
"8076","Prison/Jail","",1
"8077","Catering Service","Sandwich/ Turkey/ Sandwich/ Ham",1
"8078","Restaurant","",1
"8079","Private Home/Residence","",1
"8080","Restaurant","",0
"8081","Nursing Home/Assisted Living Facility","Sandwich/ Reuben/ Pudding/ Unspecified",0
"8082","Restaurant","Sandwich/ Submarine",1
"8083","Restaurant","",0
"8084","Restaurant","Lamb/ Unspecified",1
"8085","Restaurant","",1
"8086","Restaurant","",1
"8087","Unknown","",1
"8088","Unknown","",1
"8089","Unknown","",0
"8090","Restaurant","",1
"8091","","",1
"8092","Restaurant","Ice",1
"8093","Restaurant","",1
"8094","Private Home/Residence/ Religious Facility","Coleslaw",1
"8095","Religious Facility","",1
"8096","Restaurant","",1
"8097","Restaurant","",1
"8098","Restaurant","Ground Beef/ Hamburger",1
"8099","Restaurant","",1
"8100","Restaurant","",0
"8101","Restaurant","Burrito/ Bean",0
"8102","Restaurant","Pizza/ Unspecified",1
"8103","Catering Service","",1
"8104","Restaurant","Tuna/ Bbq/ Tuna/ Raw",1
"8105","Private Home/Residence","Chicken/ Other",1
"8106","Restaurant","Pork/ Bbq",1
"8107","Restaurant","Liver/ Other",0
"8108","Restaurant","",0
"8109","Restaurant","Lettuce/ Unspecified",1
"8110","Restaurant","",0
"8111","Restaurant","",0
"8112","Restaurant","",1
"8113","Restaurant","",1
"8114","Restaurant","",1
"8115","Restaurant","",0
"8116","Office/Indoor Workplace","",1
"8117","Restaurant","",1
"8118","Restaurant","",0
"8119","Restaurant","Spaghetti/ Unspecified",0
"8120","Restaurant","Cheese Ball",0
"8121","Grocery Store","Cake/ Unspecified",1
"8122","Restaurant","Burrito/ Beef",1
"8123","Restaurant","Salsa/ Unspecified",0
"8124","Nursing Home/Assisted Living Facility","Strawberries/ Melon/ Unspecified/ House Salad",1
"8125","Catering Service","Mixed Vegetables/ Unspecified",1
"8126","Catering Service","Chicken/ Other",1
"8127","Nursing Home/Assisted Living Facility","",1
"8128","Restaurant","Fish/ Grouper/ Unspecified",1
"8129","Restaurant","Sandwich/ Tuna Fish",0
"8130","Restaurant","Steak/ Prime Rib/ Caesar Salad",1
"8131","Restaurant","Chicken Salad",1
"8132","Restaurant","Mussels/ Unspecified",1
"8133","Private Home/Residence","Fish/ Puffer Unspecified",1
"8134","Restaurant","Sandwich/ Other Specialty",0
"8135","Restaurant","Tuna/ Raw",0
"8136","Restaurant","Multiple Foods",1
"8137","Restaurant","",1
"8138","Restaurant","",1
"8139","","Seafood Dish/ Unspecified",1
"8140","Restaurant","Sandwich/ Deli",1
"8141","Restaurant","Alfalfa Sprouts",1
"8142","","",1
"8143","Restaurant","",1
"8144","Restaurant","",1
"8145","Restaurant/ Private Home/Residence","",1
"8146","Private Home/Residence","",0
"8147","Restaurant","",1
"8148","Private Home/Residence","",1
"8149","Restaurant","",0
"8150","Catering Service/ Nursing Home/Assisted Living Facility","Cake/ Unspecified",0
"8151","School/College/University","Sandwich/ Deli",1
"8152","Restaurant","Chicken/ Grilled",1
"8153","Restaurant","Pizza/ Meat",1
"8154","Catering Service","Beef/Steak Dish/ Unspecified",1
"8155","Restaurant","Rice/ White",0
"8156","Restaurant","Fajita/ Beef/ Refried Beans/ Unspecified",1
"8157","Restaurant","Pizza/ Meat",1
"8158","Restaurant","Crab Cakes",1
"8159","Restaurant","Yogurt Sauce",1
"8160","Office/Indoor Workplace","",1
"8161","Restaurant","Mussels/ Unspecified/ Soup/ Beef-Based",1
"8162","Restaurant","",1
"8163","Restaurant","Lettuce/ Unspecified",1
"8164","Restaurant","",1
"8165","Restaurant","",1
"8166","Restaurant","",1
"8167","Camp","",1
"8168","Restaurant","",1
"8169","Restaurant","Mixed Fruit/ Beets/ Unspecified",1
"8170","Restaurant","",1
"8171","School/College/University","Raw Cake/Cookie Dough",1
"8172","Restaurant","",1
"8173","Catering Service","",0
"8174","Restaurant/ Private Home/Residence","Ground Beef",1
"8175","","Alfalfa Sprouts",1
"8176","Unknown","",0
"8177","","",1
"8178","Hospital","",1
"8179","Private Home/Residence","",0
"8180","Catering Service","",0
"8181","Private Home/Residence/ Catering Service/ Grocery Store","",1
"8182","Restaurant","",0
"8183","Catering Service","",1
"8184","Restaurant","",1
"8185","Restaurant","Tuna Steak",1
"8186","Nursing Home/Assisted Living Facility","",1
"8187","Nursing Home/Assisted Living Facility","",1
"8188","Restaurant","",1
"8189","Restaurant/ Private Home/Residence/ Grocery Store","Buffet",1
"8190","Restaurant","",1
"8191","Restaurant","",1
"8192","Restaurant","Sausage/ Unspecified",1
"8193","Restaurant","",1
"8194","","Doughnuts/ Unspecified",1
"8195","Restaurant","Lettuce-Based Salads Unspecified",1
"8196","Private Home/Residence","",1
"8197","Private Home/Residence","",1
"8198","Restaurant","Sandwich/ Submarine",1
"8199","Restaurant","Tomato/ Unspecified/ Iceberg Lettuce/ Unspecified",1
"8200","Restaurant","Oysters/ Unspecified",0
"8201","Private Home/Residence","",1
"8202","Private Home/Residence","Lettuce-Based Salads Unspecified",1
"8203","Restaurant","Oysters/ Raw",0
"8204","Unknown","",1
"8205","Restaurant/ Grocery Store","",0
"8206","Catering Service","",1
"8207","Unknown","",1
"8208","Unknown","",1
"8209","Restaurant","",1
"8210","Unknown","Green Salad",1
"8211","","",1
"8212","Catering Service","Pasta Salad",0
"8213","Restaurant","Soup/ Clam Chowder",0
"8214","Restaurant","",0
"8215","Restaurant","",0
"8216","Restaurant","",0
"8217","","Chicken/ Other/ Potato/ Mashed/ Caesar Salad",1
"8218","Restaurant","",1
"8219","","Soup/ Other Fish",1
"8220","Restaurant","",1
"8221","Restaurant","Chicken/ Unspecified",1
"8222","Restaurant","Fried Chicken Salad",1
"8223","Restaurant","Guacamole/ Pico De Gallo/ Carne Asada",1
"8224","Nursing Home/Assisted Living Facility","Cottage Cheese/ Unspecified/ Vegetable-Based Salads Unspecified/ Fruit-Based Salads Unspecified",0
"8225","Restaurant","",1
"8226","Restaurant","",1
"8227","Restaurant","Ice Cream/ Commercial",0
"8228","Restaurant","Sambar",1
"8229","","Multiple Foods",0
"8230","Restaurant","Eggs/ Quiche/ Multiple Salads",0
"8231","Restaurant","",1
"8232","Restaurant","",0
"8233","Restaurant","",0
"8234","Restaurant","",0
"8235","Restaurant","",1
"8236","Restaurant","Taco/ Unspecified",1
"8237","Restaurant","Salmon/ Unspecified",1
"8238","Restaurant","Pork Fried Rice",1
"8239","Restaurant","Multiple Foods",0
"8240","Restaurant","Pizza/ Unspecified",0
"8241","Restaurant","Salsa/ Unspecified/ Rice/ Unspecified",1
"8242","Private Home/Residence","",1
"8243","Restaurant","",1
"8244","Restaurant","Sandwich/ Roast Beef",1
"8245","Restaurant","",0
"8246","Restaurant","",0
"8247","Restaurant","Rice Dishes/ Unspecified",0
"8248","Restaurant","Cake/ Tiramisu",1
"8249","Restaurant","Ethnic Style/ Buffet",1
"8250","Restaurant","Taco/ Beef",1
"8251","Restaurant","Ground Beef/ Hamburger",1
"8252","Restaurant","Tuna/ Unspecified",1
"8253","Restaurant","Red Beans And Rice",0
"8254","Restaurant","Chicken/ Buffalo Wings",0
"8255","Restaurant","Meat/Egg-Based Salads/ Unspecified",1
"8256","Grocery Store","Chicken Salad",1
"8257","Restaurant","Meat/Egg-Based Salads/ Unspecified",0
"8258","Restaurant","Sandwich/ Chicken",1
"8259","","Crab/ Steamed",1
"8260","Restaurant","Ground Beef/ Hamburger",1
"8261","Private Home/Residence","Fish/ Baracuda",1
"8262","Restaurant","Pizza/ Meat And Vegetable",1
"8263","Restaurant","Tuna Salad",1
"8264","Restaurant","",0
"8265","Private Home/Residence","",1
"8266","Unknown","",0
"8267","","Fish/ Akule",1
"8268","Private Home/Residence","Fish/ Roi",1
"8269","","Ethnic Style/ Unspecified/ Pork/ Other/ Cake/ Unspecified",1
"8270","Restaurant","Pork/ Other",1
"8271","Private Home/Residence","Seabass/ Unspecified",1
"8272","Private Home/Residence","Snapper/ Unspecified",1
"8273","","",1
"8274","Private Home/Residence/ Grocery Store","",0
"8275","","",0
"8276","Restaurant","",1
"8277","Restaurant","",1
"8278","Restaurant","",1
"8279","Restaurant","",1
"8280","Restaurant","",1
"8281","Restaurant","",1
"8282","Private Home/Residence/ Catering Service","Green Salad",0
"8283","Private Home/Residence","",0
"8284","Private Home/Residence/ School/College/University","",1
"8285","Catering Service","Fruit Salad",1
"8286","Private Home/Residence","Turkey/ Other",0
"8287","","",1
"8288","Restaurant","Fish/ Mahi Mahi",1
"8289","Private Home/Residence","Vegetable-Based Salads Unspecified",0
"8290","Restaurant/ Grocery Store","Duck/ Other",1
"8291","","Orange Juice/ Pasteurized/ Fajita/ Chicken",1
"8292","Restaurant","Chicken/ Unspecified",1
"8293","Restaurant","Waldorf Salad",1
"8294","Restaurant","",1
"8295","Restaurant","Enchilada/ Beef/ Taco Or Nacho Salad",0
"8296","Catering Service","",1
"8297","Restaurant","Ground Turkey/ Burger/ Lettuce-Based Salads Unspecified",1
"8298","Restaurant","Tamale/ Unspecified",0
