"","Year","Month","State","Location","Food","Ingredient","Species","Serotype.Genotype","Status","Illnesses","Hospitalizations","Fatalities"
"8582",2004,"August","Ohio","Restaurant","","","Norovirus genogroup I","","Confirmed",2,0,0
"8583",2004,"August","Ohio","Restaurant","Vegetable-Based Salads Unspecified","","","","",2,0,0
"8584",2004,"August","Ohio","Restaurant","","","","","",13,NA,NA
"8585",2004,"August","Ohio","Catering Service","","","","","",14,0,0
"8586",2004,"August","Oregon","Unknown","","","Norovirus genogroup I","","Suspected",12,2,0
"8587",2004,"August","Oregon","Restaurant","Oysters, Raw","","Vibrio unknown","","Suspected",2,0,0
"8588",2004,"August","Oregon","Nursing Home/Assisted Living Facility","","","Salmonella enterica","Heidelberg","Confirmed",15,1,1
"8589",2004,"August","Oregon","Private Home/Residence; Grocery Store","","","Escherichia coli, Enteropathogenic","","Suspected",22,0,0
"8590",2004,"August","Pennsylvania","Private Home/Residence","Tuna, Unspecified","","Histamine","","Confirmed",2,NA,NA
"8591",2004,"August","Pennsylvania","Private Home/Residence","Eggs, Unspecified; Potato Salad","","Salmonella enterica","Enteritidis","Confirmed",16,1,1
"8592",2004,"August","Pennsylvania","Private Home/Residence; Catering Service","Pasta Salad","","Norovirus genogroup I","","Suspected",400,0,0
"8593",2004,"August","Pennsylvania","Restaurant","","","Norovirus genogroup I","","Confirmed",14,0,0
"8594",2004,"August","Pennsylvania","Restaurant","Eggs, Over-Easy","","Salmonella enterica","Enteritidis","Confirmed",2,0,0
"8595",2004,"August","Pennsylvania","Restaurant","","","Norovirus genogroup I","","Suspected",30,2,0
"8596",2004,"August","Pennsylvania","Unknown","","","Giardia intestinalis","","Confirmed",2,0,0
"8597",2004,"August","South Dakota","Camp","Bun","Bread","Norovirus genogroup II","","Suspected",18,0,0
"8598",2004,"August","Tennessee","Restaurant","Cake, Unspecified","","Staphylococcus aureus","","Confirmed",20,0,0
"8599",2004,"August","Vermont","Restaurant","Chicken, Curry","Chicken","Salmonella enterica","Group D1","Confirmed",2,1,0
"8600",2004,"August","Virginia","Private Home/Residence","","","Norovirus unknown","","Confirmed",20,NA,NA
"8601",2004,"August","Washington","Restaurant","Rice, Unspecified","","","","",2,0,0
"8602",2004,"August","Washington","Restaurant","","","Norovirus genogroup I","","Suspected",7,0,0
"8603",2004,"August","Washington","Restaurant","","","Bacillus cereus","","Suspected",2,NA,NA
"8604",2004,"August","Washington","Restaurant","Salsa, Unspecified","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",6,3,0
"8605",2004,"August","Washington","Restaurant","Pico De Gallo","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",3,3,0
"8606",2004,"August","Washington DC","Restaurant","Chicken, Grilled; Green Salad","","Norovirus genogroup I","","Suspected",6,NA,NA
"8607",2004,"August","Wisconsin","Restaurant","","","Norovirus genogroup I","","Confirmed",4,0,0
"8608",2004,"August","Wisconsin","Catering Service","","","Norovirus genogroup I","","Confirmed",2,NA,NA
"8609",2004,"September","Alabama","Restaurant","Shrimp, Unspecified","","","","",2,0,0
"8610",2004,"September","Alabama","Restaurant","Chicken, Unspecified","","","","",3,0,0
"8611",2004,"September","California","Grocery Store","Pizza, Unspecified","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",3,0,0
"8612",2004,"September","California","Restaurant; Private Home/Residence; School/College/University","Turkey, Unspecified","","Campylobacter jejuni","","Confirmed",2,NA,NA
"8613",2004,"September","California","Restaurant","","","Norovirus genogroup I","","Suspected",2,0,0
"8614",2004,"September","California","Restaurant","Taco, Unspecified","","Shigella sonnei","","Suspected",32,0,0
"8615",2004,"September","California","Restaurant; Catering Service","Multiple Foods","","Escherichia coli, Enteropathogenic","","Confirmed",62,1,0
"8616",2004,"September","California","Private Home/Residence","Chicken, Other","","Salmonella enterica","Heidelberg","Confirmed",11,1,0
"8617",2004,"September","California","Prison/Jail","Beans, Unspecified","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",33,0,0
"8618",2004,"September","California","Restaurant","Taco, Unspecified","","Norovirus genogroup I","","Suspected",5,0,0
"8619",2004,"September","California","Restaurant","Garden Salad; Cake, Chocolate","","Norovirus genogroup I","","Suspected",5,1,0
"8620",2004,"September","California","Restaurant","","","Norovirus genogroup I","","Suspected",9,0,0
"8621",2004,"September","California","","","","Norovirus genogroup I","","Confirmed",42,0,0
"8622",2004,"September","California","Restaurant","","","Chemical or toxin","","Suspected",2,0,0
"8623",2004,"September","California","Restaurant","Soup, Broccoli","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",3,0,0
"8624",2004,"September","Connecticut","Restaurant","","","Shigella sonnei","","Confirmed",3,0,0
"8625",2004,"September","Florida","Restaurant","Ground Beef, Hamburger","","","","",3,NA,NA
"8626",2004,"September","Florida","Restaurant","Fish, Mahi Mahi","","Scombroid toxin","","Confirmed",3,NA,NA
"8627",2004,"September","Florida","Restaurant","Shrimp, Steamed","","Vibrio parahaemolyticus","","Confirmed",95,0,0
"8628",2004,"September","Florida","Restaurant","Bread, Unspecified","","Salmonella enterica","Unknown","Confirmed",9,NA,NA
"8629",2004,"September","Florida","Prison/Jail","","","","","",52,0,0
"8630",2004,"September","Florida","Restaurant","Potato Salad","","Staphylococcus aureus","","Suspected",2,NA,NA
"8631",2004,"September","Florida","Catering Service","Cake, Unspecified","","","","",42,1,NA
"8632",2004,"September","Florida","Restaurant","Shell Eggs, Fried Soft","","Salmonella enterica","","Suspected",2,1,NA
"8633",2004,"September","Florida","Restaurant","Green Salad","","Salmonella enterica","Javiana","Confirmed",24,5,0
"8634",2004,"September","Georgia","Restaurant","","","","","",2,0,0
"8635",2004,"September","Illinois","Restaurant","Ground Beef, Hamburger","","","","",14,NA,NA
"8636",2004,"September","Illinois","Restaurant","","","","","",3,0,0
"8637",2004,"September","Illinois","Restaurant","","","Norovirus genogroup I","","Confirmed",3,0,0
"8638",2004,"September","Illinois","Catering Service","","","","","",5,0,0
"8639",2004,"September","Illinois","Office/Indoor Workplace","Cucumber Salad","","Escherichia coli, Enteropathogenic","","Suspected",300,2,0
"8640",2004,"September","Illinois","Restaurant","","","Salmonella enterica","Saintpaul","Confirmed",4,0,0
"8641",2004,"September","Iowa","Restaurant","","","Norovirus genogroup I","","Confirmed",13,NA,0
"8642",2004,"September","Kansas","Restaurant","","","","","",7,0,0
"8643",2004,"September","Kansas","Private Home/Residence","","","Salmonella enterica","Typhimurium","Confirmed",10,0,0
"8644",2004,"September","Kansas","Restaurant","","","Salmonella enterica","Newport","Confirmed",2,0,0
"8645",2004,"September","Kansas","Restaurant","","","","","",12,0,0
"8646",2004,"September","Kansas","Restaurant","","","Salmonella enterica","Infantis","Confirmed",2,1,0
"8647",2004,"September","Maryland","Restaurant","Mozarella Sticks, Fried","","Salmonella enterica","I 4,[5],12:i:-","Confirmed",4,0,0
"8648",2004,"September","Maryland","Restaurant","Chicken, Other","","","","",4,0,0
"8649",2004,"September","Maryland","Restaurant","Fish, Ahi","","Histamine","","Confirmed",2,0,0
"8650",2004,"September","Maryland","Restaurant","Refried Beans, Unspecified","","Salmonella enterica","Enteritidis","Confirmed",2,0,0
"8651",2004,"September","Maryland","Restaurant","","","","","",6,0,0
"8652",2004,"September","Michigan","Restaurant","Egg-Containing Food, Other","","Salmonella enterica","Enteritidis","Confirmed",16,1,0
"8653",2004,"September","Michigan","School/College/University","Spaghetti, Unspecified","","Clostridium perfringens","","Confirmed",56,0,0
"8654",2004,"September","Michigan","Unknown","Crab, Unspecified","","","","",3,0,0
"8655",2004,"September","Minnesota","Restaurant","","","Shigella boydii","","Confirmed",2,0,0
"8656",2004,"September","Minnesota","Restaurant","","","Clostridium perfringens","","Suspected",4,0,0
"8657",2004,"September","Missouri","Restaurant","","","","","",5,0,0
"8658",2004,"September","Nevada","Restaurant","Beef, Other; Refried Beans, Unspecified","Beef; Legume","Clostridium perfringens","","Suspected",5,0,0
"8659",2004,"September","Nevada","","Oysters, Raw","Oysters, Raw","Vibrio parahaemolyticus","","Suspected",2,0,0
"8660",2004,"September","Nevada","Nursing Home/Assisted Living Facility","","","Norovirus genogroup I","","Confirmed",35,3,0
"8661",2004,"September","New Jersey","Restaurant","Steak, Prime Rib","","Clostridium perfringens","","Suspected",11,1,NA
"8662",2004,"September","New Mexico","","Wine; Lasagna, Vegetarian","","","","",12,NA,NA
"8663",2004,"September","New York","Fair/Festival","Roast Beef, Other","Beef","Salmonella enterica","Anatum","Confirmed",108,0,0
"8664",2004,"September","New York","","Apple Cider, Unpasteurized","Fruit, Unspecified","Escherichia coli, Shiga toxin-producing; Cryptosporidium parvum","O111","Confirmed; Confirmed",212,14,0
"8665",2004,"September","New York","Grocery Store","","","Campylobacter unknown","","Confirmed",2,2,0
"8666",2004,"September","New York","Restaurant; Catering Service","","","","","",3,0,0
"8667",2004,"September","New York","Restaurant","Chicken, Unspecified","","","","",3,0,0
"8668",2004,"September","New York","Restaurant","Mesclun Mix Salad","","","","",5,0,0
"8669",2004,"September","New York","Restaurant","Tuna, Unspecified","","Scombroid toxin","","Confirmed",2,0,0
"8670",2004,"September","North Carolina","Restaurant","Beef/Steak Dish, Unspecified","","","","",60,0,0
"8671",2004,"September","North Carolina","Private Home/Residence","Rutabaga","Pork","Salmonella enterica","Enteritidis","Confirmed",30,14,0
"8672",2004,"September","North Carolina","Restaurant","","","","","",24,0,0
"8673",2004,"September","North Carolina","Restaurant","Burrito, Bean; Rice, Unspecified","","","","",11,0,0
"8674",2004,"September","Ohio","Grocery Store","Chicken, Fried","","Salmonella enterica","Hadar","Suspected",20,1,0
"8675",2004,"September","Oregon","Private Home/Residence","Soup, Mushroom","","Mycotoxins","","Confirmed",7,7,0
"8676",2004,"September","Oregon","Restaurant","Beef, Other","","Clostridium perfringens","","Suspected",6,0,0
"8677",2004,"September","Oregon","Private Home/Residence","Chicken, Unspecified","","Salmonella enterica","","Confirmed",19,0,0
"8678",2004,"September","Oregon","Private Home/Residence","Pork, Roasted","Pork","Clostridium perfringens; Streptococcus group A","","Suspected; Confirmed",37,0,0
"8679",2004,"September","Oregon","Restaurant","Tortilla, Unspecified","","Norovirus genogroup I","","Confirmed",6,0,0
"8680",2004,"September","Pennsylvania","Catering Service","","","Salmonella enterica","Enteritidis","Confirmed",32,3,0
"8681",2004,"September","Pennsylvania","Restaurant","Tomato (See Fruit); Vidalia Onion; Romaine Lettuce, Unspecified","","Norovirus genogroup I","","Suspected",8,1,0
"8682",2004,"September","Pennsylvania","Restaurant","Pasta, Unspecified; Chicken, Other","","Bacillus cereus","","Confirmed",2,NA,NA
"8683",2004,"September","Washington","Restaurant","","","","","",8,0,0
"8684",2004,"September","Washington","Restaurant","Pizza, Unspecified","","","","",9,0,0
"8685",2004,"September","Washington","Restaurant","","","","","",2,0,0
"8686",2004,"September","Washington","Restaurant","","","Campylobacter jejuni","","Suspected",2,0,0
"8687",2004,"September","Washington","Restaurant","","","Norovirus genogroup I","","Suspected",3,0,0
"8688",2004,"October","Alabama","Restaurant","Hot Dog, Unspecified; Sauerkraut","","","","",2,NA,NA
"8689",2004,"October","Arizona","Private Home/Residence; Catering Service","","","Salmonella enterica","Montevideo","Confirmed",57,3,0
"8690",2004,"October","California","Restaurant","","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",7,0,0
"8691",2004,"October","California","Private Home/Residence; Catering Service","Potato, Mashed","","Norovirus genogroup I","","Suspected",57,0,0
"8692",2004,"October","California","Private Home/Residence","Stew/Chili, Unspecified","","Clostridium perfringens","","Suspected",4,0,1
"8693",2004,"October","California","Restaurant","","","Norovirus genogroup I","","Suspected",13,0,0
"8694",2004,"October","California","Unknown","","","Norovirus genogroup I","","Suspected",10,0,0
"8695",2004,"October","California","Restaurant","","","Norovirus genogroup I","","Suspected",25,0,0
"8696",2004,"October","California","Restaurant","Romaine Lettuce, Unspecified","","Norovirus genogroup I","","Suspected",9,0,0
"8697",2004,"October","California","Restaurant","Sashimi; Creme Brulee","","Norovirus genogroup I","","Suspected",4,0,0
"8698",2004,"October","California","Restaurant","Cream Cheese; Bagels","Cheese; Bread","Norovirus genogroup I","","Suspected",27,NA,0
"8699",2004,"October","California","Restaurant","Green Beans","","","","",100,0,0
"8700",2004,"October","California","Restaurant; Private Home/Residence","Chips, Tortilla","","Salmonella enterica","","Confirmed",25,2,0
"8701",2004,"October","Florida","Hospital","","","","","",11,NA,NA
"8702",2004,"October","Florida","Restaurant","Conch, Raw","","Staphylococcus aureus","","Suspected",3,0,0
"8703",2004,"October","Florida","Restaurant","Greek Salad","","","","",2,NA,NA
"8704",2004,"October","Florida","Restaurant","Salad Bar","","","","",2,NA,NA
"8705",2004,"October","Florida","Private Home/Residence","Fish, Albacore","","Scombroid toxin","","Suspected",2,0,0
"8706",2004,"October","Florida","Restaurant","Salad Bar","","Norovirus genogroup I","","Suspected",3,NA,NA
"8707",2004,"October","Florida","Restaurant","Unspecified Fish","","","","",2,NA,NA
"8708",2004,"October","Florida","Restaurant","Potato, Mashed; Cheese Sauce","","Bacillus cereus","","Suspected",3,0,0
"8709",2004,"October","Florida","Catering Service","Mesclun Mix Salad","","Norovirus genogroup I","","Suspected",66,NA,NA
"8710",2004,"October","Florida","","Cereal, Unspecified","","","","",3,NA,NA
"8711",2004,"October","Florida","Private Home/Residence","Unspecified Fish","","Ciguatoxin","","Confirmed",3,1,NA
"8712",2004,"October","Florida","Restaurant","","","","","",3,NA,NA
"8713",2004,"October","Florida","Restaurant","","","","","",2,NA,NA
"8714",2004,"October","Florida","Restaurant","","","","","",3,NA,NA
"8715",2004,"October","Florida","Catering Service","Chicken, Roasted","","","","",17,NA,NA
"8716",2004,"October","Georgia","Private Home/Residence; Fair/Festival","","","Salmonella enterica","Montevideo","Confirmed",10,0,0
"8717",2004,"October","Georgia","","","","Norovirus genogroup I","GI_1","Confirmed",64,NA,0
"8718",2004,"October","Hawaii","Restaurant","","","Salmonella enterica","Montevideo","Confirmed",48,2,0
"8719",2004,"October","Illinois","Private Home/Residence; Catering Service","","","Norovirus genogroup I","","Confirmed",17,0,0
"8720",2004,"October","Illinois","Restaurant","","","Norovirus genogroup I","","Confirmed",12,0,0
"8721",2004,"October","Illinois","Restaurant","Vegetable-Based Salads Unspecified","","Norovirus genogroup I","","Confirmed",5,0,0
"8722",2004,"October","Illinois","Catering Service; Religious Facility","Soda, Unspecified; Ice","","Norovirus genogroup I","","Confirmed",40,NA,0
"8723",2004,"October","Illinois","Restaurant","","","Norovirus genogroup I","","Suspected",16,0,0
"8724",2004,"October","Illinois","Restaurant","","","","","",3,0,0
"8725",2004,"October","Louisiana","Unknown","Ground Beef, Other; Lettuce, Unspecified","","Norovirus genogroup I","","Suspected",59,NA,NA
"8726",2004,"October","Michigan","Restaurant","Rice, Unspecified; Refried Beans, Unspecified","","","","",6,0,0
"8727",2004,"October","Michigan","Restaurant","Chicken Salad","","","","",2,0,0
"8728",2004,"October","Michigan","Unknown","","","","","",5,NA,NA
"8729",2004,"October","Michigan","Private Home/Residence","Pork, Other","","Salmonella enterica","Typhimurium","Confirmed",9,0,0
"8730",2004,"October","Michigan","Restaurant","Lettuce-Based Salads Unspecified","","","","",14,1,0
"8731",2004,"October","Minnesota","Restaurant","Lettuce-Based Salads Unspecified","","Norovirus genogroup I","","Confirmed",15,0,0
"8732",2004,"October","Minnesota","Private Home/Residence; Catering Service","Mixed Vegetables, Unspecified","","Norovirus genogroup I","","Confirmed",33,0,0
"8733",2004,"October","Mississippi","Unknown","Egg-Containing Food, Other","","Salmonella enterica","Enteritidis","Confirmed",20,12,0
"8734",2004,"October","Missouri","Catering Service; Fair/Festival","Pasta, Unspecified","","Staphylococcus aureus","","Suspected",17,0,0
"8735",2004,"October","Missouri","Religious Facility","","","","","",35,0,0
"8736",2004,"October","Multistate","Unknown","","","Salmonella enterica","Enteritidis","Confirmed",10,0,0
"8737",2004,"October","Nevada","Restaurant","","","Norovirus genogroup I","","Suspected",4,0,0
"8738",2004,"October","New Jersey","Restaurant","Macaroni Salad; Coleslaw; Potato Salad","","Shigella boydii","","Confirmed",6,3,0
"8739",2004,"October","New Jersey","Nursing Home/Assisted Living Facility","","","Norovirus genogroup I","","Suspected",56,NA,NA
"8740",2004,"October","New York","Restaurant","","","Hepatitis A","","Confirmed",11,2,1
"8741",2004,"October","New York","Religious Facility","Gravy, Unspecified; Turkey, Roasted; Turkey And Stuffing","Turkey; Turkey; Turkey","Clostridium perfringens","","Confirmed",11,0,0
"8742",2004,"October","New York","Restaurant","Pork Fried Rice","Rice","Bacillus cereus","","Suspected",3,0,0
"8743",2004,"October","New York","School/College/University","Egg Salad/Egg Salad Sandwich; Pork, Chops; Potato, Mashed","Egg; Pork; Root (Eg. Potato)","Norovirus genogroup I","","Suspected",97,3,0
"8744",2004,"October","Ohio","Restaurant","","","Salmonella enterica","Enteritidis","Confirmed",3,1,0
"8745",2004,"October","Ohio","Restaurant","","","Salmonella enterica","Enteritidis","Confirmed",3,1,0
"8746",2004,"October","Ohio","Religious Facility","","","","","",45,0,0
"8747",2004,"October","Ohio","Restaurant","","","","","",14,7,0
"8748",2004,"October","Ohio","Restaurant","Ice Cream, Commercial","","Staphylococcus aureus","","Confirmed",132,12,0
"8749",2004,"October","Ohio","Private Home/Residence","Sandwich, Turkey","","Clostridium perfringens","","Suspected",15,NA,NA
"8750",2004,"October","Ohio","School/College/University","Sandwich, Submarine","","","","",29,0,0
"8751",2004,"October","Pennsylvania","Religious Facility","Chicken, Other","","Staphylococcus aureus","","Confirmed",77,5,0
"8752",2004,"October","Pennsylvania","Restaurant","","","Salmonella enterica","Typhimurium","Confirmed",37,NA,1
"8753",2004,"October","Pennsylvania","Restaurant","Mixed Vegetables, Carrots And Celery","","Norovirus genogroup I","","Confirmed",29,1,0
"8754",2004,"October","Pennsylvania","Restaurant","","","Norovirus genogroup I","","Confirmed",2,0,0
"8755",2004,"October","South Carolina","Restaurant","Pudding, Banana","","Staphylococcus aureus","","Confirmed",50,3,0
"8756",2004,"October","South Carolina","Restaurant","Sandwich, Turkey","","Norovirus genogroup I","","Suspected",12,0,0
"8757",2004,"October","South Carolina","Private Home/Residence","Rice, Unspecified; Pork, Bbq","","Clostridium perfringens","","Confirmed",9,0,0
"8758",2004,"October","Tennessee","Catering Service","Turkey, Smoked","","","","",19,0,0
"8759",2004,"October","Tennessee","Restaurant","Lettuce-Based Salads Unspecified","","","","",23,0,0
"8760",2004,"October","Texas","Restaurant","Tomato, Unspecified","","","","",11,NA,NA
"8761",2004,"October","Washington","Restaurant","","","Salmonella enterica","Heidelberg","Suspected",3,0,0
"8762",2004,"October","Washington","Private Home/Residence","Squash, Unspecified","","Chemical or toxin","","Suspected",9,0,0
"8763",2004,"October","Washington","Private Home/Residence","Venison, Other","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",4,NA,NA
"8764",2004,"October","Washington DC","Unknown","","","Norovirus genogroup I","","Confirmed",22,NA,NA
"8765",2004,"October","Wisconsin","Restaurant","Sandwich, Deli","","Norovirus genogroup I","","Confirmed",20,0,0
"8766",2004,"October","Wisconsin","Unknown","","","Norovirus genogroup I","","Confirmed",21,0,0
"8767",2004,"October","Wisconsin","Catering Service","Chicken, Grilled","","Clostridium perfringens","","Confirmed",4,NA,NA
"8768",2004,"November","Alabama","Catering Service","Chicken, Unspecified","","","","",2,0,0
"8769",2004,"November","Arizona","Prison/Jail","Sausage, Italian; Carrots, Unspecified","","Norovirus genogroup II","GII_4 Other","Confirmed",17,0,0
"8770",2004,"November","Arizona","Restaurant","","","Norovirus genogroup I","","Suspected",7,0,0
"8771",2004,"November","Arizona","Restaurant","","","Bacterium","","Suspected",8,0,0
"8772",2004,"November","Arizona","Restaurant","","","Bacterium","","Suspected",5,0,0
"8773",2004,"November","Arkansas","Restaurant; Private Home/Residence","Turkey, Smoked","Turkey","Salmonella enterica","Heidelberg","Confirmed",15,5,0
"8774",2004,"November","California","Private Home/Residence","Tuna Steak","Fin Fish","Scombroid toxin","","Confirmed",2,0,0
"8775",2004,"November","California","Restaurant","Dim Sum","","Bacterium","","Suspected",4,0,0
"8776",2004,"November","California","Restaurant","","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",9,0,0
"8777",2004,"November","California","Restaurant","","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",6,0,0
"8778",2004,"November","California","Restaurant","","","Norovirus genogroup I","","Suspected",13,0,0
"8779",2004,"November","California","Restaurant","Chicken, Other","","Salmonella enterica","","Suspected",65,0,0
"8780",2004,"November","California","Restaurant","","","Norovirus genogroup I","","Suspected",5,0,0
"8781",2004,"November","California","Restaurant","Multiple Foods","","Norovirus genogroup I","","Suspected",5,0,0
"8782",2004,"November","California","Restaurant","Chicken, Other","Chicken","Salmonella enterica","Thompson","Confirmed",100,0,0
"8783",2004,"November","California","Restaurant","Caesar Salad","","Norovirus genogroup I","","Suspected",10,0,0
"8784",2004,"November","California","Restaurant","","","Norovirus genogroup I","","Suspected",8,0,0
"8785",2004,"November","California","","Cantaloupe; Honeydew Melon; Watermelon","Fruit, Unspecified","Norovirus genogroup I","","Suspected",30,0,0
"8786",2004,"November","California","","","","Norovirus genogroup I","","Suspected",60,NA,NA
"8787",2004,"November","California","Restaurant","Other Food","","Norovirus genogroup I","","Confirmed",39,1,0
"8788",2004,"November","California","Restaurant","Onions; Multiple Foods","Root (Eg. Potato)","Norovirus genogroup I","","Suspected",4,0,0
"8789",2004,"November","California","Restaurant","","","Norovirus genogroup I","","Suspected",4,0,0
"8790",2004,"November","California","Private Home/Residence","Turkey, Unspecified","Turkey","Salmonella enterica","Typhimurium","Confirmed",23,8,0
"8791",2004,"November","California","Grocery Store","Queso Fresco, Unpasteurized","Milk","Salmonella enterica","Typhimurium","Confirmed",12,1,1
"8792",2004,"November","Colorado","Restaurant","","","Shigella sonnei","","Confirmed",24,1,0
"8793",2004,"November","Connecticut","Camp","Tomato, Unspecified","","Norovirus genogroup I","","Confirmed",92,1,0
"8794",2004,"November","Florida","Restaurant","Beef, Bbq; Pork, Bbq","","","","",4,NA,NA
"8795",2004,"November","Florida","Restaurant","Mashed Potato/Gravy","","","","",3,NA,NA
"8796",2004,"November","Florida","Restaurant","Rice, Unspecified; Refried Beans, Unspecified","","","","",4,0,0
"8797",2004,"November","Florida","Catering Service","Multiple Foods","","Norovirus genogroup II","Unknown","Suspected",43,0,0
"8798",2004,"November","Florida","Restaurant","Shrimp, Steamed","","","","",3,NA,NA
"8799",2004,"November","Florida","Restaurant","Cake, Unspecified","","Staphylococcus aureus","","Suspected",3,NA,NA
"8800",2004,"November","Florida","Restaurant","Rice, Unspecified","","Staphylococcus aureus","","Suspected",2,NA,NA
"8801",2004,"November","Florida","Catering Service","Potato, Unspecified","","Salmonella enterica","Unknown","Suspected",26,NA,NA
"8802",2004,"November","Florida","Catering Service","Potato, Unspecified","","Salmonella enterica","Unknown","Suspected",16,NA,NA
"8803",2004,"November","Florida","Restaurant","Sandwich, Chicken","","Salmonella enterica","Unknown","Suspected",3,NA,NA
"8804",2004,"November","Florida","Catering Service","Greek Salad","","Norovirus genogroup I","","Suspected",19,NA,NA
"8805",2004,"November","Florida","Restaurant","","","","","",2,NA,NA
"8806",2004,"November","Florida","Restaurant","Lettuce-Based Salads Unspecified","","","","",6,NA,NA
"8807",2004,"November","Florida","Restaurant","Pizza, Unspecified","","","","",40,NA,NA
"8808",2004,"November","Florida","Unknown","Chicken, Marsala","","","","",31,0,0
"8809",2004,"November","Georgia","School/College/University","Macaroni And Cheese","","Chemical or toxin","","Suspected",68,0,0
"8810",2004,"November","Georgia","Restaurant","","","","","",2,0,0
"8811",2004,"November","Hawaii","Restaurant","Fish, Mahi Mahi","Fin Fish","Scombroid toxin","","Confirmed",2,0,0
"8812",2004,"November","Hawaii","Catering Service","Multiple Foods","","Staphylococcus aureus","","Confirmed",65,0,0
"8813",2004,"November","Illinois","Private Home/Residence; Grocery Store","","","Norovirus genogroup I","","Confirmed",17,0,0
"8814",2004,"November","Illinois","Restaurant","","","","","",12,0,0
"8815",2004,"November","Illinois","Restaurant","","","Norovirus genogroup I","","Confirmed",15,0,0
"8816",2004,"November","Illinois","Restaurant","","","","","",2,1,0
"8817",2004,"November","Illinois","Private Home/Residence; Grocery Store","Rice, Unspecified; Turkey, Unspecified","","Staphylococcus aureus","","Confirmed",6,0,0
"8818",2004,"November","Illinois","Restaurant","Eggs, Other","","Salmonella enterica","Enteritidis","Confirmed",5,2,0
"8819",2004,"November","Illinois","","","","Norovirus genogroup I","","Confirmed",73,0,0
"8820",2004,"November","Illinois","Restaurant","Palak Paneer","","Clostridium perfringens","","Confirmed",11,0,0
"8821",2004,"November","Iowa","Restaurant; Grocery Store","Turkey, Baked","","Clostridium perfringens","","Confirmed",200,0,0
"8822",2004,"November","Iowa","Grocery Store","Turkey, Baked","","Clostridium perfringens","","Suspected",25,0,0
"8823",2004,"November","Maine","Catering Service","Egg-In-Muffin-Style Sandwich","","","","",5,0,0
"8824",2004,"November","Maryland","Private Home/Residence","Roast Beef, Other","Beef","Clostridium perfringens","","Confirmed",25,0,0
"8825",2004,"November","Maryland","Private Home/Residence","Turkey And Stuffing","","Norovirus genogroup I","","Confirmed",20,0,0
"8826",2004,"November","Massachusetts","Restaurant","Pork, Pepperoni","","Norovirus genogroup I","","Suspected",23,0,0
"8827",2004,"November","Michigan","Restaurant","","","Norovirus genogroup I","","Confirmed",34,0,0
"8828",2004,"November","Michigan","Restaurant","Taco, Unspecified","","","","",5,0,0
"8829",2004,"November","Minnesota","Restaurant","Turkey And Gravy","Turkey","Salmonella enterica","Newport","Confirmed",49,8,0
"8830",2004,"November","Minnesota","Restaurant","","","Norovirus genogroup I","","Confirmed",4,0,0
"8831",2004,"November","New Jersey","Restaurant","","","Norovirus genogroup I","","Confirmed",34,0,NA
"8832",2004,"November","New Jersey","","","","","","",23,2,0
"8833",2004,"November","New Jersey","Restaurant","Lettuce, Unspecified","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",6,4,0
"8834",2004,"November","New Jersey","Restaurant","","","","","",39,3,0
"8835",2004,"November","New Mexico","Restaurant","","","Shigella flexneri","Serotype 3b","Confirmed",3,NA,NA
"8836",2004,"November","New York","Private Home/Residence","Beef, Other","Beef","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",2,2,1
"8837",2004,"November","New York","Grocery Store","Deli Meat, Sliced Turkey","","Norovirus genogroup I","","Suspected",6,0,0
"8838",2004,"November","New York","Catering Service","","","Norovirus genogroup I","","Suspected",16,0,0
"8839",2004,"November","New York","Restaurant","Sandwich, Deli; Lettuce-Based Salads Unspecified","Leafy Green; Leafy Green","Norovirus genogroup I","","Suspected",26,0,0
"8840",2004,"November","New York","Religious Facility","Macaroni Salad","Pasta","Norovirus genogroup I","","Confirmed",10,1,0
"8841",2004,"November","New York","School/College/University","Macaroni And Cheese","","Staphylococcus aureus","","Suspected",7,0,0
"8842",2004,"November","New York","Restaurant","Eggplant, Unspecified; Potato, Unspecified; Cake, Chocolate","","Norovirus genogroup I","","Suspected",33,0,0
"8843",2004,"November","New York","Restaurant","","","","","",6,0,0
"8844",2004,"November","North Carolina","Restaurant","Cheese Dip","","Shigella sonnei","","Confirmed",77,2,0
"8845",2004,"November","North Carolina","","","","Norovirus genogroup I","","Confirmed",78,0,0
"8846",2004,"November","North Carolina","Nursing Home/Assisted Living Facility","","","Norovirus genogroup I","","Suspected",60,NA,NA
"8847",2004,"November","North Dakota","","","","","","",15,1,0
"8848",2004,"November","North Dakota","Restaurant","","","","","",11,0,0
"8849",2004,"November","Ohio","Restaurant","Lettuce-Based Salads Unspecified","","Norovirus genogroup I","","Confirmed",7,0,0
