"","Year","Month","State","Location","Food","Ingredient","Species","Serotype.Genotype","Status","Illnesses","Hospitalizations","Fatalities","location","food","species"
"12046",2007,"September","Florida","Restaurant","Stuffed Chicken","","Norovirus genogroup I","","Suspected",29,0,0,"1","1890","7"
"12047",2007,"September","Florida","Restaurant","Chicken, Nuggets/Fingers","","","","",2,NA,NA,"1","92","NA"
"12048",2007,"September","Florida","Restaurant","Sandwich, Submarine","","Norovirus genogroup II","Unknown","Confirmed",9,0,0,"1","138","19"
"12049",2007,"September","Florida","Private Home/Residence","Fish, Baracuda","Fin Fish","Ciguatoxin","","Confirmed",3,3,NA,"3","208","12"
"12050",2007,"September","Florida","Fair/Festival","Chicken Wings, Bbq","","","","",7,NA,NA,"21","2188","NA"
"12051",2007,"September","Florida","Grocery Store","Crackers, Unspecified","","","","",3,NA,NA,"4","1637","NA"
"12052",2007,"September","Georgia","Private Home/Residence; Catering Service","","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",6,3,0,"19","NA","24"
"12053",2007,"September","Illinois","Restaurant","","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",10,7,0,"1","NA","24"
"12054",2007,"September","Illinois","Private Home/Residence; Catering Service; Religious Facility","","","Campylobacter jejuni","","Confirmed",18,0,0,"62","NA","29"
"12055",2007,"September","Illinois","Restaurant","","","","","",3,0,0,"1","NA","NA"
"12056",2007,"September","Illinois","Restaurant","","","","","",3,0,0,"1","NA","NA"
"12057",2007,"September","Kansas","Restaurant","","","","","",2,1,0,"1","NA","NA"
"12058",2007,"September","Kansas","Restaurant","","","Norovirus unknown","","Suspected",7,1,0,"1","NA","20"
"12059",2007,"September","Kansas","Restaurant","","","","","",5,0,0,"1","NA","NA"
"12060",2007,"September","Kansas","Restaurant","","","Escherichia coli, Shiga toxin-producing","O157:NM (H-)","Confirmed",8,1,0,"1","NA","24"
"12061",2007,"September","Kansas","Catering Service","Sausage","","Norovirus genogroup II; Adenovirus","Unknown","Suspected; Suspected",64,0,0,"5","2189","119"
"12062",2007,"September","Maine","","","","","","",10,1,0,"NA","NA","NA"
"12063",2007,"September","Maine","","","","","","",12,1,NA,"NA","NA","NA"
"12064",2007,"September","Michigan","Unknown","","","Salmonella enterica","Newport","Confirmed",5,1,0,"20","NA","3"
"12065",2007,"September","Michigan","Private Home/Residence","Pork","","Staphylococcus unknown","","Suspected",7,0,0,"3","2132","107"
"12066",2007,"September","Michigan","Restaurant","Chicken, Unspecified","","Campylobacter jejuni","","Confirmed",11,0,0,"1","16","29"
"12067",2007,"September","Michigan","","","","","","",7,NA,NA,"NA","NA","NA"
"12068",2007,"September","Minnesota","Restaurant","Cheese Products","","Norovirus genogroup II","Unknown","Suspected",8,0,0,"1","2190","19"
"12069",2007,"September","Minnesota","Religious Facility","Pork, Roasted","","Clostridium perfringens","","Confirmed",23,0,0,"16","282","6"
"12070",2007,"September","Minnesota","Private Home/Residence","Grapes, Unspecified; Pineapple, Unspecified; Watermelon; Cake, Unspecified","","Norovirus genogroup I","","Suspected",12,2,0,"3","2191","7"
"12071",2007,"September","Minnesota","Private Home/Residence","Beans, Baked","","Cryptosporidium unknown","","Confirmed",5,2,0,"3","111","117"
"12072",2007,"September","Missouri","Restaurant","","","Norovirus genogroup II","Unknown","Confirmed",73,0,0,"1","NA","19"
"12073",2007,"September","Missouri","Private Home/Residence; Catering Service","Lettuce Based Salads; Chicken Parmesan","","Giardia intestinalis","","Confirmed",15,0,0,"19","2192","23"
"12074",2007,"September","New Jersey","Private Home/Residence","Mushrooms","","Mycotoxins","","Suspected",2,2,0,"3","1915","32"
"12075",2007,"September","New Jersey","","","","Norovirus genogroup I","","Confirmed",7,NA,NA,"NA","NA","7"
"12076",2007,"September","New York","Banquet Facility","Steak, Unspecified; Chicken, Cacciatore; Eggplant, Unspecified","","","","",16,0,0,"54","2193","NA"
"12077",2007,"September","North Carolina","","Ground Beef","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",17,1,0,"NA","1464","24"
"12078",2007,"September","North Dakota","Banquet Facility","","","Norovirus unknown","","Confirmed",29,0,0,"54","NA","20"
"12079",2007,"September","North Dakota","Private Home/Residence","Cookies, Unspecified","","","","",7,0,0,"3","356","NA"
"12080",2007,"September","Ohio","Restaurant","","","Norovirus genogroup I","Unknown","Confirmed",6,0,0,"1","NA","7"
"12081",2007,"September","Ohio","Restaurant; Private Home/Residence","","","Norovirus genogroup II","Unknown","Confirmed",36,2,0,"9","NA","19"
"12082",2007,"September","Oregon","Restaurant; Private Home/Residence","","","Salmonella enterica","Muenchen","Confirmed",10,1,0,"9","NA","3"
"12083",2007,"September","Oregon","Restaurant","Gravy, Sausage","","Clostridium perfringens","","Confirmed",11,0,0,"1","1131","6"
"12084",2007,"September","Pennsylvania","Restaurant","","","Norovirus genogroup I","","Confirmed",51,3,0,"1","NA","7"
"12085",2007,"September","Pennsylvania","","Pork, Roasted","","Salmonella enterica","Typhimurium","Confirmed",66,3,0,"NA","282","3"
"12086",2007,"September","Pennsylvania","","Raw Milk","","Campylobacter jejuni","","Confirmed",4,0,0,"NA","382","29"
"12087",2007,"September","Puerto Rico","Unknown","","","","","",4,0,0,"20","NA","NA"
"12088",2007,"September","Puerto Rico","Unknown","","","","","",2,0,0,"20","NA","NA"
"12089",2007,"September","Puerto Rico","Unknown","","","","","",2,0,0,"20","NA","NA"
"12090",2007,"September","Puerto Rico","Prison/Jail","","","","","",89,0,0,"14","NA","NA"
"12091",2007,"September","South Carolina","Catering Service; Religious Facility","Turkey, Baked; Potatoes","","Clostridium perfringens","","Confirmed",23,0,0,"47","2194","6"
"12092",2007,"September","South Carolina","Private Home/Residence; Religious Facility","Macaroni And Cheese; Corn, Unspecified; Rice, White; Chicken, Baked; Ham, Other","","Staphylococcus aureus","","Confirmed",14,0,0,"17","2195","8"
"12093",2007,"September","Texas","Restaurant","","","Shigella sonnei","","Confirmed",15,3,0,"1","NA","15"
"12094",2007,"September","Texas","","","","Shigella sonnei","","Confirmed",47,0,0,"NA","NA","15"
"12095",2007,"September","Texas","Private Home/Residence; School/College/University","","","Shigella sonnei","","Confirmed",89,NA,0,"60","NA","15"
"12096",2007,"September","Washington","Restaurant","","","Norovirus genogroup I","","Suspected",3,0,0,"1","NA","7"
"12097",2007,"September","West Virginia","Private Home/Residence; Religious Facility","","","","","",7,3,0,"17","NA","NA"
"12098",2007,"September","Wisconsin","Catering Service","Pork, Roasted","","Salmonella enterica","Newport","Confirmed",11,1,0,"5","282","3"
"12099",2007,"September","Wyoming","Restaurant; Private Home/Residence","","","Salmonella enterica","Typhimurium","Confirmed",4,0,0,"9","NA","3"
"12100",2007,"October","Alaska","","Pot Pie","","Salmonella other","","Confirmed",5,1,0,"NA","2112","105"
"12101",2007,"October","Arizona","Restaurant; Private Home/Residence","","","","","",18,0,0,"9","NA","NA"
"12102",2007,"October","Arizona","Restaurant","","","","","",5,0,0,"1","NA","NA"
"12103",2007,"October","Arizona","Fair/Festival","","","Norovirus genogroup II","Unknown","Suspected",6,0,0,"21","NA","19"
"12104",2007,"October","California","Restaurant","","","Bacterium","","Suspected",5,0,0,"1","NA","22"
"12105",2007,"October","California","Restaurant","Multiple Foods","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",2,0,0,"1","37","45"
"12106",2007,"October","California","Restaurant","","","Norovirus unknown","","Suspected",5,0,0,"1","NA","20"
"12107",2007,"October","California","Restaurant","","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",5,0,0,"1","NA","45"
"12108",2007,"October","California","Restaurant","","","Norovirus unknown","","Suspected",17,0,0,"1","NA","20"
"12109",2007,"October","California","Catering Service","Multiple Foods","","Norovirus genogroup II","Unknown","Suspected",37,0,0,"5","37","19"
"12110",2007,"October","California","Restaurant","Deli Products","","Norovirus unknown","","Suspected",14,0,0,"1","2196","20"
"12111",2007,"October","California","Restaurant","Macaroni Salad","","Norovirus genogroup II","Unknown","Suspected",11,0,0,"1","76","19"
"12112",2007,"October","California","Banquet Facility","Muffin, Unspecified","","Norovirus unknown","","Suspected",31,0,0,"54","2013","20"
"12113",2007,"October","California","Restaurant","Seafood Pasta","","","","",2,0,0,"1","350","NA"
"12114",2007,"October","California","Catering Service","Butter","","Norovirus unknown","","Confirmed",35,1,0,"5","2197","20"
"12115",2007,"October","California","Restaurant","","","Norovirus unknown","","Suspected",4,0,0,"1","NA","20"
"12116",2007,"October","California","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12117",2007,"October","California","Restaurant","","","Staphylococcus aureus","","Suspected",3,0,0,"1","NA","8"
"12118",2007,"October","Colorado","Unknown","","","","","",18,NA,NA,"20","NA","NA"
"12119",2007,"October","Colorado","Restaurant","","","","","",5,0,0,"1","NA","NA"
"12120",2007,"October","Colorado","Restaurant","","","Norovirus genogroup I","","Confirmed",14,0,0,"1","NA","7"
"12121",2007,"October","Colorado","Restaurant","","","Norovirus genogroup I","","Suspected",10,0,0,"1","NA","7"
"12122",2007,"October","Connecticut","Private Home/Residence","Pork, Unspecified","","Salmonella enterica","Infantis","Confirmed",13,1,0,"3","24","3"
"12123",2007,"October","Florida","Restaurant","Chips And Salsa","","Norovirus genogroup I","","Suspected",5,NA,NA,"1","600","7"
"12124",2007,"October","Florida","Restaurant","Fish, Escolar","","Chemical or toxin","","Suspected",4,NA,NA,"1","393","28"
"12125",2007,"October","Florida","Restaurant","","","Rotavirus","","Suspected",2,NA,NA,"1","NA","59"
"12126",2007,"October","Florida","Restaurant; Private Home/Residence","","","Norovirus genogroup I","GI_1","Confirmed",16,0,0,"9","NA","7"
"12127",2007,"October","Florida","Restaurant","Sandwich, Deli","","","","",4,0,0,"1","574","NA"
"12128",2007,"October","Florida","Restaurant","Sandwich, Unspecified","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",2,NA,NA,"1","144","24"
"12129",2007,"October","Georgia","Catering Service; Fair/Festival","Pork, Bbq","Pork","Salmonella enterica","Newport","Confirmed",67,5,0,"74","115","3"
"12130",2007,"October","Illinois","Private Home/Residence; Grocery Store","","","Norovirus genogroup II","Unknown","Suspected",16,0,0,"18","NA","19"
"12131",2007,"October","Illinois","Banquet Facility","","","","","",39,0,0,"54","NA","NA"
"12132",2007,"October","Illinois","Restaurant","","","","","",3,0,0,"1","NA","NA"
"12133",2007,"October","Illinois","Private Home/Residence; Grocery Store","Taco Or Nacho Salad","","Norovirus genogroup II","Unknown","Confirmed",16,0,0,"18","233","19"
"12134",2007,"October","Illinois","Restaurant; Private Home/Residence","","","","","",17,0,0,"9","NA","NA"
"12135",2007,"October","Illinois","Restaurant","","","Norovirus genogroup II","Unknown","Confirmed",17,1,0,"1","NA","19"
"12136",2007,"October","Illinois","Restaurant","","","","","",7,0,0,"1","NA","NA"
"12137",2007,"October","Iowa","Private Home/Residence","Chicken, Baked; Chicken, Grilled","Chicken; Chicken","Salmonella enterica","Typhimurium","Confirmed",3,1,0,"3","2198","3"
"12138",2007,"October","Kansas","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12139",2007,"October","Kansas","","","","","","",6,0,0,"NA","NA","NA"
"12140",2007,"October","Kansas","Fair/Festival","Homemade Cheese, Unpasteurized","","Campylobacter jejuni","","Confirmed",68,2,0,"21","873","29"
"12141",2007,"October","Kansas","","Raw Milk; Cheddar Cheese, Unpasteurized","","Campylobacter jejuni","","Confirmed",16,0,0,"NA","2199","29"
"12142",2007,"October","Maine","Restaurant","","","Salmonella enterica","Typhimurium","Confirmed",13,4,0,"1","NA","3"
"12143",2007,"October","Massachusetts","Restaurant","","","Norovirus genogroup I","","Confirmed",22,2,0,"1","NA","7"
"12144",2007,"October","Massachusetts","","Apple Cider, Unpasteurized","","Escherichia coli, Shiga toxin-producing","O157:H7","Confirmed",9,1,0,"NA","701","24"
"12145",2007,"October","Michigan","Nursing Home/Assisted Living Facility","","","","","",20,3,3,"10","NA","NA"
"12146",2007,"October","Minnesota","Restaurant","Tomato, Unspecified","","Salmonella enterica","Typhimurium","Confirmed",23,1,0,"1","443","3"
"12147",2007,"October","Minnesota","Restaurant","","","Norovirus genogroup I","","Confirmed",43,0,0,"1","NA","7"
"12148",2007,"October","Minnesota","Banquet Facility","","","Escherichia coli, Enteropathogenic","","Confirmed",66,1,0,"54","NA","26"
"12149",2007,"October","Multistate","Private Home/Residence","Ground Beef, Unspecified","","Salmonella enterica","Newport","Confirmed",43,15,NA,"3","29","3"
"12150",2007,"October","New Hampshire","Catering Service","","","Norovirus genogroup II","Unknown","Confirmed",10,0,0,"5","NA","19"
"12151",2007,"October","New York","Restaurant","","","","","",12,0,0,"1","NA","NA"
"12152",2007,"October","New York","Restaurant","","","","","",39,0,0,"1","NA","NA"
"12153",2007,"October","Ohio","Restaurant","","","Norovirus genogroup II","Unknown","Suspected",2,1,0,"1","NA","19"
"12154",2007,"October","Ohio","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12155",2007,"October","Ohio","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12156",2007,"October","Ohio","School/College/University","","","","","",8,0,0,"7","NA","NA"
"12157",2007,"October","Oregon","Prison/Jail","Pasta Salad","","","","",104,0,0,"14","139","NA"
"12158",2007,"October","Pennsylvania","Restaurant","Yellowfin Tuna","","Scombroid toxin","","Confirmed",2,0,0,"1","212","2"
"12159",2007,"October","Pennsylvania","","","","Salmonella enterica","Blockley","Confirmed",9,3,0,"NA","NA","3"
"12160",2007,"October","Puerto Rico","Unknown","","","","","",3,0,0,"20","NA","NA"
"12161",2007,"October","Puerto Rico","","","","","","",7,0,0,"NA","NA","NA"
"12162",2007,"October","South Carolina","Restaurant; Catering Service","Gravy; Steak, Other","","Clostridium perfringens; Bacillus cereus","","Confirmed; Confirmed",30,1,0,"6","2200","50"
"12163",2007,"October","South Carolina","Private Home/Residence","Pork, Bbq","","Salmonella enterica","Montevideo","Confirmed",20,0,0,"3","115","3"
"12164",2007,"October","Tennessee","Restaurant","Chicken, Unspecified; Rice; Lamb, Unspecified; Pita","","Staphylococcus aureus; Bacillus cereus","","Confirmed; Confirmed",3,0,0,"1","2201","47"
"12165",2007,"October","Tennessee","Restaurant; Catering Service","","","Norovirus genogroup I","Unknown","Confirmed",12,0,0,"6","NA","7"
"12166",2007,"October","Tennessee","Catering Service","","","Salmonella enterica","Norwich","Confirmed",11,0,0,"5","NA","3"
"12167",2007,"October","Tennessee","","","","Campylobacter jejuni","","Confirmed",13,1,0,"NA","NA","29"
"12168",2007,"October","Texas","Restaurant","","","","","",9,0,0,"1","NA","NA"
"12169",2007,"October","Texas","Banquet Facility","","","Norovirus unknown","","Confirmed",36,0,0,"54","NA","20"
"12170",2007,"October","Texas","Restaurant","","","","","",8,0,0,"1","NA","NA"
"12171",2007,"October","Texas","Restaurant","","","","","",5,0,0,"1","NA","NA"
"12172",2007,"October","Texas","Restaurant","","","","","",6,0,0,"1","NA","NA"
"12173",2007,"October","Texas","","","","Shigella sonnei","","Confirmed",6,0,0,"NA","NA","15"
"12174",2007,"October","Vermont","","","","Virus","","Confirmed",17,0,0,"NA","NA","5"
"12175",2007,"October","Washington","Restaurant","Tuna Salad","","Salmonella enterica","Sandiego","Confirmed",2,0,0,"1","609","3"
"12176",2007,"October","Washington","Office/Indoor Workplace","","","Salmonella enterica","Newport","Confirmed",3,1,0,"13","NA","3"
"12177",2007,"October","Wisconsin","Private Home/Residence","","","Norovirus genogroup II","Unknown","Confirmed",3,0,0,"3","NA","19"
"12178",2007,"October","Wisconsin","School/College/University","Miscellaneous","","","","",101,0,0,"7","1940","NA"
"12179",2007,"November","Arizona","Restaurant","","","Norovirus genogroup II","Unknown","Suspected",4,0,0,"1","NA","19"
"12180",2007,"November","Arizona","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12181",2007,"November","Arizona","Private Home/Residence","","","","","",15,1,0,"3","NA","NA"
"12182",2007,"November","Arizona","Restaurant","","","","","",6,0,0,"1","NA","NA"
"12183",2007,"November","Arkansas","Religious Facility","Turkey, Roasted","","Clostridium perfringens","","Suspected",51,0,0,"16","725","6"
"12184",2007,"November","California","Restaurant; Private Home/Residence; Fair/Festival","Mutiple Mexican Foods","Beef; Leafy Green; Wraps/Tortillas","Norovirus genogroup II","Unknown","Confirmed",50,0,0,"103","2011","19"
"12185",2007,"November","California","","Candy Unspecified","","Campylobacter unknown","","Suspected",3,0,0,"NA","1426","10"
"12186",2007,"November","California","Restaurant","","","Norovirus unknown","","Suspected",14,0,0,"1","NA","20"
"12187",2007,"November","California","Restaurant","Antipasto","","Norovirus unknown","","Suspected",5,0,0,"1","2161","20"
"12188",2007,"November","California","Restaurant","Multiple Salads","","Norovirus unknown","","Confirmed",29,0,0,"1","1090","20"
"12189",2007,"November","California","Restaurant","Ice Cream With Fresh Berries","Fruit, Unspecified; Ice Cream","Norovirus unknown","","Confirmed",17,0,0,"1","2202","20"
"12190",2007,"November","California","Restaurant","Fruit Salad; Salad Bar","Fruit, Unspecified","Norovirus unknown","","Confirmed",60,0,0,"1","2203","20"
"12191",2007,"November","California","Banquet Facility","","","Norovirus genogroup II","Unknown","Suspected",133,NA,NA,"54","NA","19"
"12192",2007,"November","California","Restaurant","Multiple Foods","","Norovirus unknown","","Suspected",12,0,0,"1","37","20"
"12193",2007,"November","California","Restaurant","Turkey, Unspecified","","Clostridium perfringens","","Confirmed",8,NA,NA,"1","23","6"
"12194",2007,"November","California","Private Home/Residence","Turkey; Macaroni And Cheese","","Salmonella enterica","Enteritidis","Confirmed",14,3,0,"3","2204","3"
"12195",2007,"November","California","Restaurant","","","","","",8,0,0,"1","NA","NA"
"12196",2007,"November","California","Restaurant; Grocery Store","Multiple Foods","","","","",9,0,0,"8","37","NA"
"12197",2007,"November","California","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12198",2007,"November","California","Restaurant","","","Norovirus unknown","","Suspected",2,0,0,"1","NA","20"
"12199",2007,"November","California","Restaurant","Enchilada, Chicken","","Clostridium perfringens","","Suspected",50,0,0,"1","54","6"
"12200",2007,"November","California","","Tri-Tip; Potatoes, Roasted","","","","",12,0,0,"NA","2205","NA"
"12201",2007,"November","California","","Raw Milk","Milk","Campylobacter unknown","","Confirmed",11,0,0,"NA","382","10"
"12202",2007,"November","Colorado","Restaurant","Chicken, Fried","","Staphylococcus aureus","","Suspected",4,0,0,"1","17","8"
"12203",2007,"November","Colorado","Unknown","","","Norovirus genogroup I","","Confirmed",31,1,0,"20","NA","7"
"12204",2007,"November","Colorado","Private Home/Residence","Ribs, Pork","","","","",9,0,0,"3","410","NA"
"12205",2007,"November","Colorado","Private Home/Residence","Peppers, Chili","Vine-Stalk Eg. Tomato","Clostridium botulinum","","Suspected",4,3,1,"3","7","30"
"12206",2007,"November","Connecticut","Restaurant","Sausage, Other; Pork, Unspecified","","Clostridium perfringens","","Suspected",5,0,0,"1","2206","6"
"12207",2007,"November","Florida","Restaurant","Sandwich, Chicken","","","","",2,NA,NA,"1","15","NA"
"12208",2007,"November","Florida","Restaurant","Mixed Fruit","","","","",2,NA,NA,"1","263","NA"
"12209",2007,"November","Florida","Restaurant","Ethnic Style, Buffet","","","","",2,NA,NA,"1","1064","NA"
"12210",2007,"November","Florida","Catering Service","","","","","",45,NA,NA,"5","NA","NA"
"12211",2007,"November","Florida","Nursing Home/Assisted Living Facility","Stuffing, Unspecified","","","","",11,NA,NA,"10","411","NA"
"12212",2007,"November","Florida","Restaurant","Rice, Unspecified","","","","",5,NA,NA,"1","71","NA"
"12213",2007,"November","Georgia","Prison/Jail","Beef, Stew","Beef","Clostridium perfringens","","Confirmed",74,0,0,"14","206","6"
"12214",2007,"November","Idaho","Catering Service","","","Bacillus cereus","","Confirmed",23,NA,NA,"5","NA","9"
"12215",2007,"November","Illinois","Restaurant; Banquet Facility","","","Norovirus genogroup II","Unknown","Confirmed",40,0,0,"78","NA","19"
"12216",2007,"November","Illinois","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12217",2007,"November","Illinois","Catering Service; Grocery Store","","","","","",14,1,0,"35","NA","NA"
"12218",2007,"November","Illinois","Restaurant; Catering Service","Turkey","","Clostridium perfringens","","Suspected",14,0,0,"6","2207","6"
"12219",2007,"November","Illinois","Restaurant","Beef, Stew","","","","",12,0,0,"1","206","NA"
"12220",2007,"November","Iowa","Restaurant","Mixed Fruit","Fruit, Unspecified; Melon","Norovirus genogroup I","","Confirmed",44,0,0,"1","263","7"
"12221",2007,"November","Iowa","School/College/University","Sandwich, Turkey","Bread; Cheese; Turkey","Norovirus genogroup I","","Confirmed",71,0,0,"7","283","7"
"12222",2007,"November","Kansas","Restaurant","","","","","",8,1,0,"1","NA","NA"
"12223",2007,"November","Maine","","","","Salmonella other","","Confirmed",10,1,NA,"NA","NA","105"
"12224",2007,"November","Massachusetts","Unknown","Lamb, Unspecified; Ground Beef, Other","","Salmonella enterica","","Confirmed",20,11,0,"20","2208","3"
"12225",2007,"November","Michigan","Restaurant","Refried Beans, Unspecified","","","","",8,0,0,"1","267","NA"
"12226",2007,"November","Michigan","Restaurant","","","Salmonella enterica","","Confirmed",14,3,0,"1","NA","3"
"12227",2007,"November","Minnesota","Restaurant","","","Norovirus genogroup I","","Suspected",18,2,0,"1","NA","7"
"12228",2007,"November","Minnesota","Restaurant; Catering Service","","","Norovirus genogroup I","","Confirmed",17,0,0,"6","NA","7"
"12229",2007,"November","Minnesota","Restaurant; Catering Service","Sandwich, Ham","","Norovirus genogroup I","","Confirmed",21,0,0,"6","224","7"
"12230",2007,"November","Minnesota","Restaurant","","","Norovirus genogroup I","","Confirmed",6,0,0,"1","NA","7"
"12231",2007,"November","Minnesota","Restaurant","","","Norovirus genogroup I","","Suspected",5,0,0,"1","NA","7"
"12232",2007,"November","Minnesota","Restaurant","","","Norovirus genogroup I","","Confirmed",6,0,0,"1","NA","7"
"12233",2007,"November","Minnesota","Private Home/Residence","","","Salmonella enterica","Newport","Confirmed",11,0,0,"3","NA","3"
"12234",2007,"November","Missouri","Restaurant","Lettuce Based Salads","","Norovirus genogroup II","Unknown","Suspected",9,0,0,"1","1982","19"
"12235",2007,"November","Missouri","Restaurant","Fish, Amberjack","","Ciguatoxin","","Confirmed",29,0,0,"1","285","12"
"12236",2007,"November","New York","Catering Service","Chef Salad","Leafy Green","Norovirus genogroup I","","Confirmed",14,0,0,"5","483","7"
"12237",2007,"November","New York","Restaurant","","","Salmonella enterica","Typhimurium var Cope","Confirmed",7,2,0,"1","NA","3"
"12238",2007,"November","New York","Restaurant","Turkey And Gravy","","","","",12,0,0,"1","726","NA"
"12239",2007,"November","New York","Restaurant","Fish, Tuna","Fin Fish","Scombroid toxin","","Confirmed",2,0,0,"1","1702","2"
"12240",2007,"November","New York","Private Home/Residence","Turkey, Baked","Turkey","Salmonella enterica","Hadar","Confirmed",6,1,0,"3","1435","3"
"12241",2007,"November","New York","Restaurant","Sushi","","Norovirus unknown","","Confirmed",25,2,0,"1","2158","20"
"12242",2007,"November","Ohio","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12243",2007,"November","Ohio","","Ice Tea","","","","",2,0,0,"NA","1662","NA"
"12244",2007,"November","Ohio","Restaurant; Private Home/Residence","","","","","",2,0,0,"9","NA","NA"
"12245",2007,"November","Ohio","Restaurant","","","Salmonella enterica","Typhimurium","Confirmed",26,2,0,"1","NA","3"
"12246",2007,"November","Ohio","Restaurant","","","Norovirus genogroup II","Unknown","Suspected",2,0,0,"1","NA","19"
"12247",2007,"November","Ohio","Private Home/Residence","","","","","",4,0,0,"3","NA","NA"
"12248",2007,"November","Oregon","Catering Service","","","","","",5,0,0,"5","NA","NA"
"12249",2007,"November","Oregon","Catering Service","Sandwich, Turkey; Sandwich, Beef; Sandwich, Ham; Sandwich, Tuna Fish","Leafy Green; Leafy Green; Leafy Green; Leafy Green","Norovirus genogroup I","GI_1","Suspected",25,1,0,"5","2209","7"
"12250",2007,"November","Oregon","School/College/University","Celery, Unspecified","","Norovirus genogroup II","Unknown","Confirmed",17,0,0,"7","1171","19"
"12251",2007,"November","Oregon","Restaurant","","","Norovirus genogroup II","Unknown","Confirmed",60,0,0,"1","NA","19"
"12252",2007,"November","Oregon","Restaurant","","","Norovirus genogroup II","Unknown","Suspected",4,0,0,"1","NA","19"
"12253",2007,"November","Puerto Rico","Office/Indoor Workplace","","","Staphylococcus aureus","","Confirmed",11,0,0,"13","NA","8"
"12254",2007,"November","Puerto Rico","Unknown","","","","","",3,0,0,"20","NA","NA"
"12255",2007,"November","Puerto Rico","Private Home/Residence","","","","","",2,0,0,"3","NA","NA"
"12256",2007,"November","South Carolina","Restaurant","Fajita, Chicken; Guacamole, Unspecified; Refried Beans, Unspecified","","Clostridium perfringens","","Confirmed",6,0,0,"1","2210","6"
"12257",2007,"November","South Dakota","","","","Salmonella enterica","Newport","Confirmed",11,6,0,"NA","NA","3"
"12258",2007,"November","Tennessee","Restaurant","Bread, Unspecified; Dips, Unspecified","","Norovirus genogroup II","Unknown","Confirmed",11,1,0,"1","2211","19"
"12259",2007,"November","Tennessee","Unknown","","","Salmonella enterica","Braenderup","Confirmed",6,2,0,"20","NA","3"
"12260",2007,"November","Texas","Restaurant","","","","","",14,NA,NA,"1","NA","NA"
"12261",2007,"November","Texas","Banquet Facility","","","","","",14,2,0,"54","NA","NA"
"12262",2007,"November","Virginia","Unknown","","","Salmonella enterica","Typhimurium","Suspected",6,4,0,"20","NA","3"
"12263",2007,"November","Washington","Office/Indoor Workplace","Tuna, Commercial Pouch","","Scombroid toxin","","Confirmed",3,1,0,"13","2212","2"
"12264",2007,"November","Washington","Restaurant","Mashed Potato/Gravy","","","","",12,0,0,"1","571","NA"
"12265",2007,"November","Washington DC","Catering Service","Pasta-Based Salads Unspecified","","","","",42,NA,NA,"5","95","NA"
"12266",2007,"November","Wisconsin","","","","","","",43,NA,NA,"NA","NA","NA"
"12267",2007,"December","Arizona","Banquet Facility","Chicken, Seared","Chicken","Clostridium perfringens; Bacillus cereus","","Suspected; Suspected",43,0,0,"54","2213","50"
"12268",2007,"December","California","Restaurant","","","Norovirus unknown","","Suspected",6,0,0,"1","NA","20"
"12269",2007,"December","California","Restaurant","Fish, Escolar","","Scombroid toxin","","Suspected",20,NA,NA,"1","393","2"
"12270",2007,"December","California","Restaurant","Pizza","","Bacillus cereus; Staphylococcus aureus","","Suspected; Suspected",3,NA,NA,"1","1867","51"
"12271",2007,"December","California","Restaurant","","","Norovirus unknown","","Confirmed",168,2,0,"1","NA","20"
"12272",2007,"December","California","Restaurant","","","Norovirus unknown","","Suspected",9,0,0,"1","NA","20"
"12273",2007,"December","California","Grocery Store","Chicken, Fried","Chicken","Staphylococcus aureus","","Confirmed",13,0,0,"4","17","8"
"12274",2007,"December","California","Restaurant","Beet Salad","","Norovirus unknown","","Suspected",5,0,0,"1","2214","20"
"12275",2007,"December","California","Restaurant","","","Norovirus genogroup II","Unknown","Confirmed",6,0,0,"1","NA","19"
"12276",2007,"December","California","Restaurant","Ice","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",9,0,0,"1","82","45"
"12277",2007,"December","California","Restaurant","","","Bacillus cereus; Clostridium perfringens","","Suspected; Suspected",2,0,0,"1","NA","45"
"12278",2007,"December","California","Restaurant","","","","","",4,0,0,"1","NA","NA"
"12279",2007,"December","California","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12280",2007,"December","California","Restaurant","","","Norovirus unknown","","Suspected",8,0,0,"1","NA","20"
"12281",2007,"December","California","Restaurant","","","","","",2,0,0,"1","NA","NA"
"12282",2007,"December","California","Restaurant","Salad Dressing","","Norovirus unknown","","Suspected",5,0,0,"1","2215","20"
"12283",2007,"December","California","Restaurant","","","","","",7,0,0,"1","NA","NA"
