Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2007,June,New York,Restaurant,NA,NA,NA,NA,NA,4,0,0
2007,June,North Dakota,Private Home/Residence; Catering Service,NA,NA,Salmonella enterica,Newport,Confirmed,7,1,0
2007,June,Ohio,NA,Nuts,NA,Chemical or toxin,NA,Suspected,2,0,0
2007,June,Ohio,Catering Service,"Sandwich, Turkey",NA,NA,NA,NA,3,0,0
2007,June,Ohio,Restaurant,"Ground Beef, Cheeseburger",NA,NA,NA,NA,2,1,0
2007,June,Ohio,Restaurant,"Soup, Other",NA,NA,NA,NA,2,0,0
2007,June,Ohio,Restaurant,NA,NA,Salmonella enterica,Enteritidis,Confirmed,9,1,0
2007,June,Ohio,Restaurant,NA,NA,Norovirus genogroup II,Unknown,Confirmed,10,0,0
2007,June,Ohio,Restaurant,"Refried Beans, Unspecified",NA,NA,NA,NA,2,NA,0
2007,June,Ohio,Restaurant; Fair/Festival,"Ground Beef, Cheeseburger",NA,NA,NA,NA,16,0,0
2007,June,Ohio,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,June,Ohio,Restaurant,"Steak, Other",NA,Norovirus genogroup I,Unknown,Confirmed,4,0,0
2007,June,Ohio,Restaurant,NA,NA,NA,NA,NA,2,0,0
2007,June,Ohio,Restaurant; Private Home/Residence,NA,NA,NA,NA,NA,19,2,0
2007,June,Ohio,Restaurant,NA,NA,Norovirus genogroup II,Unknown,Confirmed,8,0,0
2007,June,Ohio,Restaurant,NA,NA,Salmonella enterica,Heidelberg,Confirmed,24,3,0
2007,June,Oregon,Grocery Store,Crabcake,NA,Salmonella enterica,Enteritidis,Confirmed,7,1,0
2007,June,Oregon,Restaurant,NA,NA,NA,NA,NA,4,0,0
2007,June,Oregon,Restaurant,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,2,1,0
2007,June,Oregon,Restaurant,NA,NA,Norovirus unknown,NA,Suspected,25,0,0
2007,June,Oregon,Private Home/Residence,NA,NA,NA,NA,NA,7,0,0
2007,June,Oregon,Restaurant; Private Home/Residence,NA,NA,NA,NA,NA,4,0,0
2007,June,Pennsylvania,Unknown,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,0,0
2007,June,Pennsylvania,Unknown,NA,NA,Salmonella enterica,Enteritidis,Confirmed,2,0,0
2007,June,Pennsylvania,Banquet Facility,Other Vegetable,NA,Bacillus cereus,NA,Confirmed,25,0,0
2007,June,Pennsylvania,Grocery Store,NA,NA,Salmonella enterica,Stanley,Confirmed,2,1,0
2007,June,Pennsylvania,NA,NA,NA,Campylobacter unknown,NA,Confirmed,2,0,0
2007,June,Pennsylvania,Private Home/Residence,Raw Milk; Cheese,NA,Salmonella enterica,Typhimurium,Confirmed,13,1,0
2007,June,Texas,NA,"Chicken, Bbq",NA,Shigella sonnei,NA,Confirmed,16,3,0
2007,June,Texas,Banquet Facility,NA,NA,NA,NA,NA,21,0,0
2007,June,Virginia,Restaurant,Crab And Artichoke Dip,NA,Norovirus genogroup I,Unknown,Confirmed,8,0,0
2007,June,Virginia,Restaurant,"Salad, Unspecified",NA,Norovirus genogroup I,NA,Confirmed,12,0,0
2007,June,Washington,Restaurant,NA,NA,Norovirus genogroup I,NA,Suspected,4,0,0
2007,June,Washington,Restaurant,Specialty/Ethnic Dishes,NA,Clostridium perfringens,NA,Suspected,8,0,0
2007,June,Washington,Restaurant,NA,NA,Norovirus genogroup I,NA,Suspected,5,0,0
2007,June,Washington,Restaurant,Sushi,NA,Norovirus genogroup I,NA,Suspected,3,0,0
2007,June,Washington,NA,"Cake, Unspecified",NA,Norovirus genogroup I,NA,Suspected,15,0,0
2007,June,Washington,Restaurant,Lettuce Based Salads,NA,Norovirus genogroup I,NA,Confirmed,128,NA,NA
2007,June,Washington,Restaurant,NA,NA,Norovirus genogroup I,NA,Confirmed,6,0,0
2007,June,Washington,Restaurant,Pork,NA,Chemical or toxin,NA,Suspected,2,0,0
2007,June,Washington DC,Restaurant; Private Home/Residence,"Tomato, Unspecified; Avocado, Unspecified; Guacamole, Unspecified; Cilantro, Unspecified",NA,Salmonella enterica,Newport,Confirmed,46,NA,NA
2007,June,Wisconsin,Restaurant,"Mixed Vegetables, Unspecified",NA,Norovirus genogroup II,Unknown,Confirmed,49,0,0
2007,July,Alabama,Restaurant,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,3,0
2007,July,Arizona,Restaurant,NA,NA,Norovirus genogroup I,Unknown,Confirmed,70,0,0
2007,July,California,Restaurant,NA,NA,Bacillus cereus; Staphylococcus aureus,NA,Suspected; Suspected,4,0,0
2007,July,California,Grocery Store,"Beans, Chili",NA,Clostridium perfringens; Bacillus cereus,NA,Suspected; Suspected,4,0,0
2007,July,California,Restaurant,"Tuna, Unspecified",NA,Chemical or toxin,NA,Suspected,2,0,0
2007,July,California,Private Home/Residence,NA,NA,Clostridium perfringens; Staphylococcus aureus,NA,Suspected; Suspected,7,6,0
2007,July,California,Restaurant,Desserts,NA,Norovirus genogroup II,Unknown,Confirmed,24,0,0
2007,July,California,Restaurant; Private Home/Residence,NA,NA,Salmonella enterica,Anatum,Suspected,25,1,0
2007,July,California,Restaurant,Multiple Foods,NA,Norovirus unknown,NA,Suspected,2,0,0
2007,July,California,Restaurant,"Steak, Unspecified",NA,Norovirus genogroup I,NA,Suspected,4,0,0
2007,July,California,Restaurant,Lettuce Based Salads,NA,Shigella sonnei,NA,Confirmed,72,9,0
2007,July,California,Restaurant; Banquet Facility,Antipasto,NA,Norovirus unknown,NA,Suspected,92,1,0
2007,July,California,Restaurant,"Beans, Garbanzo",NA,Salmonella enterica,Infantis,Confirmed,3,0,0
2007,July,California,Restaurant,NA,NA,Campylobacter jejuni,NA,Suspected,5,0,0
2007,July,California,Restaurant,NA,NA,Campylobacter unknown,NA,Confirmed,6,0,0
2007,July,California,Restaurant; Catering Service,Caesar Salad,NA,"Escherichia coli, Enteropathogenic",NA,Suspected,76,1,0
2007,July,California,Private Home/Residence; Grocery Store,"Seafood Dish, Unspecified",NA,Ciguatoxin,NA,Confirmed,3,0,0
2007,July,California,Restaurant,NA,NA,NA,NA,NA,2,0,0
2007,July,Colorado,Restaurant,"Tomato, Unspecified",Vine-Stalk Eg. Tomato,Norovirus genogroup I,NA,Confirmed,33,0,0
2007,July,Colorado,Restaurant,NA,NA,Norovirus genogroup I,NA,Confirmed,6,0,0
2007,July,Colorado,Prison/Jail,"American Cheese, Pasteurized; Margarine",Cheese,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O121; O26; O84,Confirmed; Confirmed; Confirmed,135,10,0
2007,July,Connecticut,School/College/University,"Green Beans, Unspecified",NA,NA,NA,NA,28,0,0
2007,July,Connecticut,NA,"Fish, Grouper, Unspecified",NA,Ciguatoxin,NA,Confirmed,4,4,0
2007,July,Florida,Restaurant,"Fish, Wahoo",NA,NA,NA,NA,7,NA,NA
2007,July,Florida,Restaurant,Sushi And Sashimi,NA,Scombroid toxin,NA,Confirmed,2,NA,NA
2007,July,Florida,Restaurant,"Refried Beans, Unspecified",NA,NA,NA,NA,2,NA,NA
2007,July,Florida,Restaurant,"Burrito, Chicken; Enchilada, Chicken",NA,NA,NA,NA,2,NA,NA
2007,July,Florida,Restaurant,NA,NA,NA,NA,NA,5,0,0
2007,July,Florida,Restaurant,"Taco, Fish",NA,NA,NA,NA,4,NA,NA
2007,July,Florida,Restaurant,NA,NA,NA,NA,NA,3,NA,NA
2007,July,Florida,Restaurant; Private Home/Residence,Imperial Rice,NA,Salmonella other,NA,Confirmed,27,9,NA
2007,July,Georgia,Catering Service,NA,NA,Norovirus genogroup I,Unknown,Confirmed,20,NA,0
2007,July,Georgia,NA,Raw Milk,Milk,Campylobacter jejuni,NA,Suspected,8,0,0
2007,July,Georgia,Nursing Home/Assisted Living Facility,NA,NA,Salmonella enterica,Newport,Confirmed,4,1,0
2007,July,Hawaii,Banquet Facility,Spring Salad,NA,Shigella sonnei,NA,Confirmed,44,1,0
2007,July,Hawaii,Restaurant; Private Home/Residence; Catering Service,NA,NA,NA,NA,NA,8,0,0
2007,July,Illinois,Restaurant,NA,NA,NA,NA,NA,5,0,0
2007,July,Illinois,Restaurant,NA,NA,Campylobacter unknown,NA,Suspected,3,0,0
2007,July,Illinois,Restaurant,Shredded Chicken,NA,Clostridium perfringens,NA,Confirmed,7,0,0
2007,July,Illinois,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,July,Illinois,NA,NA,NA,Norovirus genogroup I,Unknown,Confirmed,526,0,0
2007,July,Illinois,Restaurant,"Burrito, Beef",NA,NA,NA,NA,12,0,0
2007,July,Illinois,Restaurant,NA,NA,Salmonella enterica,Enteritidis,Confirmed,5,1,0
2007,July,Illinois,Restaurant; Banquet Facility,NA,NA,NA,NA,NA,38,0,0
2007,July,Illinois,Restaurant,NA,NA,NA,NA,NA,4,0,0
2007,July,Illinois,Restaurant; Private Home/Residence,Ice Water,NA,Norovirus genogroup I,Unknown,Suspected,26,NA,NA
2007,July,Illinois,Grocery Store,NA,NA,Salmonella enterica,Infantis,Confirmed,7,2,0
2007,July,Indiana,Unknown,Hummus,NA,Salmonella enterica,Heidelberg,Confirmed,11,NA,NA
2007,July,Kansas,Restaurant,NA,NA,NA,NA,NA,2,0,0
2007,July,Kansas,Restaurant,NA,NA,NA,NA,NA,7,0,0
2007,July,Louisiana,Restaurant,"Fish, Grouper, Unspecified",NA,Ciguatoxin,NA,Confirmed,8,0,0
2007,July,Maine,NA,NA,NA,NA,NA,NA,15,0,0
2007,July,Maine,NA,NA,NA,Cryptosporidium unknown,NA,Confirmed,3,NA,NA
2007,July,Maine,NA,"Mussels, Steamed",NA,Paralytic shellfish poison,NA,Confirmed,4,4,0
2007,July,Maine,NA,NA,NA,NA,NA,NA,30,NA,NA
2007,July,Maine,NA,NA,NA,NA,NA,NA,100,0,0
2007,July,Michigan,Restaurant,"Asparagus, Unspecified; Potato, Unspecified",NA,NA,NA,NA,16,0,0
2007,July,Minnesota,NA,"Beans, Baked; Unknown Fruit",NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,26,2,0
2007,July,Minnesota,Banquet Facility,Oysters,NA,Norovirus genogroup I,NA,Confirmed,9,0,0
2007,July,Minnesota,Private Home/Residence,"Beef, Smoked",NA,Bacterium,NA,Suspected,32,0,0
2007,July,Minnesota,Restaurant,NA,NA,Salmonella enterica,Montevideo,Confirmed,9,3,0
2007,July,Missouri,Private Home/Residence; Catering Service,"Pork, Smoked",NA,NA,NA,NA,75,0,0
2007,July,Multistate,Private Home/Residence,Pepperoni,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,27,11,0
2007,July,Multistate,Private Home/Residence,"Ground Beef, Unspecified",NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,12,NA,NA
2007,July,New Hampshire,Restaurant,NA,NA,NA,NA,NA,9,0,0
2007,July,New Hampshire,Private Home/Residence,NA,NA,NA,NA,NA,6,0,0
2007,July,New Hampshire,Restaurant; Private Home/Residence,Potato Salad,NA,Campylobacter jejuni; Campylobacter other,NA,Confirmed; Confirmed,13,2,0
2007,July,New York,Camp,"Roast Beef, Unspecified",Beef,Clostridium perfringens,NA,Confirmed,40,0,0
2007,July,New York,Restaurant,Fritatta,NA,NA,NA,NA,26,0,0
2007,July,New York,NA,"Other Cheese; Bread, White",Cheese; Bread,Norovirus unknown,NA,Confirmed,21,0,0
2007,July,New York,Restaurant,NA,NA,NA,NA,NA,5,0,0
2007,July,New York,Unknown,"Tomato, Unspecified",Tomato,Salmonella enterica,Newport,Confirmed,10,4,1
2007,July,New York,Private Home/Residence,"Ground Beef, Unspecified",Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,2,0
2007,July,New York,Private Home/Residence,Ground Beef,Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,2,0
2007,July,New York,Restaurant,Chicken Roti,Chicken,Clostridium perfringens,NA,Confirmed,5,0,0
2007,July,North Carolina,Restaurant,"Pudding, Banana",NA,Salmonella enterica,Enteritidis,Confirmed,24,6,0
2007,July,North Dakota,Private Home/Residence,NA,NA,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,23,0,0
2007,July,Ohio,Office/Indoor Workplace,"Pizza, Pepperoni",NA,NA,NA,NA,2,0,0
2007,July,Ohio,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,July,Ohio,Restaurant; Private Home/Residence,NA,NA,Salmonella enterica; Norovirus genogroup I,Enteritidis; Unknown,Suspected; Confirmed,14,1,0
2007,July,Ohio,Restaurant,"Pizza, Vegetable",NA,NA,NA,NA,2,1,0
2007,July,Ohio,Banquet Facility,NA,NA,NA,NA,NA,20,0,0
2007,July,Oregon,Restaurant; Private Home/Residence,NA,NA,NA,NA,NA,5,0,0
2007,July,Pennsylvania,Private Home/Residence,"Ground Beef, Meatballs",NA,Salmonella enterica,Typhimurium,Confirmed,8,3,0
2007,July,Pennsylvania,Unknown,NA,NA,Salmonella enterica,Typhimurium,Confirmed,2,0,0
2007,July,Pennsylvania,Unknown,NA,NA,Salmonella enterica,Typhimurium,Confirmed,2,0,0
2007,July,Pennsylvania,Catering Service,"Turkey, Roasted; Gravy",NA,Norovirus unknown,NA,Suspected,51,0,0
2007,July,South Carolina,Restaurant,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,10,1,0
2007,July,Texas,NA,NA,NA,NA,NA,NA,12,0,0
2007,July,Vermont,Camp,NA,NA,Giardia intestinalis,NA,Confirmed,36,0,0
2007,July,Virginia,Restaurant; Private Home/Residence,"Cheese, Unspecified; Shami Kabob",NA,Salmonella enterica,Typhimurium,Confirmed,33,4,0
2007,July,Virginia,Restaurant,NA,NA,Norovirus unknown,NA,Confirmed,7,1,0
2007,July,Washington,Grocery Store,"Crab, Cooked",NA,NA,NA,NA,5,0,0
2007,July,Washington,Restaurant,"Fried Rice, Unspecified",NA,Bacillus cereus,NA,Suspected,2,0,0
2007,July,West Virginia,Private Home/Residence,"Ice Cream, Homemade",NA,Salmonella enterica,Enteritidis,Confirmed,8,2,0
2007,July,Wisconsin,Restaurant,NA,NA,Norovirus genogroup II,Unknown,Confirmed,21,0,0
2007,July,Wisconsin,Restaurant,"Roast Beef, Other",NA,Clostridium perfringens,NA,Confirmed,16,0,0
2007,August,Alabama,Private Home/Residence; Religious Facility,Fig Crisp,NA,Salmonella enterica,Newport,Confirmed,12,0,0
2007,August,California,Restaurant,NA,NA,NA,NA,NA,4,0,0
2007,August,California,Restaurant,NA,NA,NA,NA,NA,2,0,0
2007,August,California,Restaurant,NA,NA,NA,NA,NA,2,0,0
2007,August,California,Restaurant,NA,NA,Norovirus genogroup I,GI_1,Confirmed,4,1,0
2007,August,California,Restaurant,Chicken Dishes,NA,Bacillus cereus; Clostridium perfringens,NA,Suspected; Suspected,2,0,0
2007,August,California,Fair/Festival,NA,NA,Campylobacter jejuni,NA,Confirmed,4,0,0
2007,August,California,Restaurant,NA,NA,Salmonella enterica,Enteritidis,Confirmed,7,1,NA
2007,August,California,Restaurant,NA,NA,Norovirus unknown,NA,Suspected,2,0,0
2007,August,Colorado,Private Home/Residence; Catering Service,NA,NA,Norovirus genogroup I,NA,Suspected,26,NA,NA
2007,August,Colorado,Restaurant,"Sandwich, Tuna Fish",NA,NA,NA,NA,5,0,0
2007,August,Colorado,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,August,Colorado,Unknown,NA,NA,Salmonella enterica,Newport,Confirmed,12,4,0
2007,August,Florida,Private Home/Residence,"Pork, Smoked",NA,Staphylococcus aureus,NA,Confirmed,15,NA,NA
2007,August,Florida,Restaurant,"Fried Rice, Unspecified; Lo Mein, Unspecified",NA,Bacillus cereus,NA,Suspected,2,NA,NA
2007,August,Florida,Restaurant,Oriental Salad,NA,NA,NA,NA,4,NA,NA
2007,August,Florida,Private Home/Residence,"Fish, Baracuda",NA,Ciguatoxin,NA,Confirmed,5,NA,NA
2007,August,Florida,Restaurant,"Sandwich, Deli",NA,Norovirus genogroup I,NA,Suspected,6,0,0
2007,August,Florida,Restaurant,"Steak, Unspecified",NA,NA,NA,NA,10,NA,NA
2007,August,Georgia,Camp,NA,NA,Salmonella enterica,Heidelberg,Confirmed,6,0,0
2007,August,Georgia,Catering Service,NA,NA,Norovirus genogroup I,NA,Suspected,60,0,0
2007,August,Hawaii,Private Home/Residence,"Fish, Baracuda",NA,Ciguatoxin,NA,Confirmed,2,0,0
2007,August,Illinois,Banquet Facility,NA,NA,NA,NA,NA,23,0,0
2007,August,Illinois,Restaurant,NA,NA,NA,NA,NA,9,0,0
2007,August,Illinois,NA,NA,NA,Norovirus genogroup II,Unknown,Suspected,42,0,0
2007,August,Illinois,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,August,Illinois,Restaurant,NA,NA,NA,NA,NA,4,0,0
2007,August,Illinois,Restaurant,NA,NA,NA,NA,NA,2,0,0
2007,August,Illinois,NA,Sindoor,NA,Heavy metals,NA,Confirmed,3,1,0
2007,August,Kansas,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,August,Kansas,Restaurant,NA,NA,Staphylococcus aureus,NA,Confirmed,4,0,0
2007,August,Kansas,Private Home/Residence,"Turkey, Smoked",NA,Campylobacter jejuni,NA,Confirmed,13,0,0
2007,August,Kansas,Private Home/Residence,"Ice Cream, Homemade",NA,Salmonella enterica,Thompson,Suspected,7,1,0
2007,August,Kentucky,Banquet Facility,"Chips, Tortilla; Chicken, Strips; Ground Beef, Meatballs; Stuffed Mushroom; Quiche; Mixed Fruit; Crudites",NA,NA,NA,NA,14,0,0
2007,August,Maine,NA,NA,NA,NA,NA,NA,10,0,0
2007,August,Maine,NA,NA,NA,NA,NA,NA,5,0,0
2007,August,Maine,NA,NA,NA,Cryptosporidium unknown,NA,Confirmed,6,0,0
2007,August,Maryland,Restaurant,"Lasagna, Unspecified",NA,Clostridium perfringens,NA,Suspected,3,0,0
2007,August,Maryland,Restaurant,NA,NA,Salmonella enterica,Enteritidis,Confirmed,7,3,0
2007,August,Massachusetts,Restaurant,"Tuna, Unspecified",NA,NA,NA,NA,8,2,0
2007,August,Michigan,Restaurant,NA,NA,Norovirus genogroup II,Unknown,Confirmed,55,0,0
2007,August,Michigan,Restaurant,Shredded Chicken,NA,NA,NA,NA,7,0,0
2007,August,Michigan,Office/Indoor Workplace,NA,NA,Norovirus genogroup II,Unknown,Confirmed,20,0,0
2007,August,Minnesota,Restaurant,"Salsa, Unspecified",NA,Salmonella enterica,Enteritidis,Confirmed,18,2,0
2007,August,Minnesota,NA,Pot Pie,NA,Salmonella enterica,Typhimurium,Confirmed,7,1,0
2007,August,Multistate,Private Home/Residence,Ground Beef,Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,46,NA,NA
2007,August,Multistate,Restaurant; Grocery Store,"Fish, Ahi",NA,Salmonella enterica,Paratyphi B,Confirmed,44,5,0
2007,August,Multistate,NA,"Shredded Cheese, Pasteurized",Cheese,Salmonella enterica,Montevideo,Confirmed,20,9,0
2007,August,New Jersey,NA,NA,NA,Salmonella enterica,Newport,Confirmed,8,NA,NA
2007,August,New Jersey,NA,Chicken; Green Salad,NA,Salmonella enterica,Newport,Confirmed,16,11,0
2007,August,New York,Restaurant,"Turkey, Roasted",Turkey,NA,NA,NA,22,0,0
2007,August,New York,Restaurant,Pizza,NA,NA,NA,NA,3,0,0
2007,August,New York,Restaurant,Caesar Salad,Egg,Salmonella enterica,Enteritidis,Suspected,5,0,0
2007,August,New York,Restaurant,"Tuna, Canned",Fin Fish,Scombroid toxin,NA,Confirmed,3,0,0
2007,August,New York,Restaurant,"Tuna, Unspecified",Fin Fish,Scombroid toxin,NA,Confirmed,2,0,0
2007,August,Ohio,Restaurant,NA,NA,NA,NA,NA,2,0,0
2007,August,Ohio,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,August,Ohio,Restaurant,NA,NA,NA,NA,NA,5,0,0
2007,August,Ohio,Restaurant,NA,NA,Norovirus genogroup II,Unknown,Confirmed,16,0,0
2007,August,Ohio,Restaurant,NA,NA,Salmonella enterica,NA,Confirmed,22,10,0
2007,August,Oregon,Restaurant,Guacamole,NA,Norovirus unknown,NA,Suspected,22,0,0
2007,August,Oregon,Restaurant,NA,NA,Norovirus genogroup II,Unknown,Confirmed,4,0,0
2007,August,Oregon,Restaurant,House Salad,Leafy Green,Norovirus unknown,NA,Confirmed,25,0,0
2007,August,Oregon,Restaurant,NA,NA,NA,NA,NA,7,0,0
2007,August,Pennsylvania,School/College/University,NA,NA,Norovirus unknown,NA,Suspected,30,0,0
2007,August,Pennsylvania,School/College/University,NA,NA,Norovirus genogroup I,NA,Confirmed,100,0,0
2007,August,Puerto Rico,Unknown,NA,NA,NA,NA,NA,3,0,0
2007,August,South Carolina,Catering Service,NA,NA,Norovirus genogroup II,Unknown,Confirmed,30,0,0
2007,August,South Carolina,Restaurant,Vegetable Fried Rice,NA,Bacillus cereus,NA,Confirmed,16,0,0
2007,August,Tennessee,Restaurant,NA,NA,NA,NA,NA,3,NA,NA
2007,August,Tennessee,Restaurant,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,2,0
2007,August,Texas,Child Daycare,NA,NA,Shigella sonnei,NA,Confirmed,10,0,0
2007,August,Texas,Restaurant,NA,NA,NA,NA,NA,91,1,0
2007,August,Texas,Restaurant,NA,NA,Norovirus unknown,NA,Confirmed,28,NA,NA
2007,August,Washington,NA,"Oysters, Raw",NA,Vibrio parahaemolyticus,NA,Suspected,5,0,0
2007,August,Washington,Private Home/Residence,"Nachos, Unspecified",NA,Salmonella enterica,Typhimurium,Confirmed,15,4,0
2007,August,Washington,Restaurant,NA,NA,NA,NA,NA,9,2,0
2007,August,Washington,Prison/Jail,NA,NA,Clostridium perfringens,NA,Confirmed,300,0,0
2007,August,Wisconsin,Private Home/Residence,NA,NA,Norovirus genogroup II,Unknown,Confirmed,28,0,0
2007,September,Arizona,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,September,California,Restaurant,NA,NA,Salmonella enterica,Heidelberg,Confirmed,10,1,0
2007,September,California,Restaurant; Banquet Facility,Caesar Salad; French Fries,NA,Norovirus unknown,NA,Suspected,19,1,0
2007,September,California,Private Home/Residence,"Tostada, Unspecified",Chicken,Bacillus cereus,NA,Suspected,16,0,0
2007,September,California,Catering Service,NA,NA,Norovirus unknown,NA,Suspected,14,0,0
2007,September,California,Restaurant,Multiple Foods,NA,Norovirus unknown,NA,Suspected,10,0,0
2007,September,California,Catering Service,"Beans, Lentils",NA,NA,NA,NA,37,NA,NA
2007,September,California,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,September,California,Private Home/Residence,Ground Beef,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,2,0
2007,September,Colorado,Prison/Jail,"Beans, Chili",NA,Clostridium perfringens,NA,Confirmed,125,0,0
2007,September,Colorado,Private Home/Residence,"Ground Beef, Cheeseburger; Chili",Leafy Green; Leafy Green,Campylobacter jejuni,NA,Confirmed,26,4,0
2007,September,Colorado,Catering Service,Spinach Artichoke Dip,NA,Norovirus genogroup I,NA,Suspected,31,0,0
2007,September,Colorado,Restaurant,NA,NA,Norovirus genogroup I,NA,Confirmed,8,0,0
2007,September,Colorado,Private Home/Residence,Ground Beef,Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,0,0
2007,September,Florida,NA,Ice,NA,NA,NA,NA,3,NA,NA
2007,September,Florida,Restaurant,Chicken,NA,NA,NA,NA,2,NA,NA
2007,September,Florida,NA,"Fish, Baracuda",NA,Ciguatoxin,NA,Confirmed,3,NA,NA
2007,September,Florida,Private Home/Residence,"Fish, Grouper, Unspecified",NA,Ciguatoxin,NA,Confirmed,2,NA,NA
2007,September,Florida,Restaurant,Mutiple Mexican Foods,NA,Bacillus cereus,NA,Suspected,5,NA,NA
2007,September,Florida,Restaurant,"Tuna, Raw",Fin Fish,Scombroid toxin,NA,Confirmed,2,0,0
2007,September,Florida,Restaurant,Stuffed Chicken,NA,Norovirus genogroup I,NA,Suspected,29,0,0
2007,September,Florida,Restaurant,"Chicken, Nuggets/Fingers",NA,NA,NA,NA,2,NA,NA
2007,September,Florida,Restaurant,"Sandwich, Submarine",NA,Norovirus genogroup II,Unknown,Confirmed,9,0,0
2007,September,Florida,Private Home/Residence,"Fish, Baracuda",Fin Fish,Ciguatoxin,NA,Confirmed,3,3,NA
2007,September,Florida,Fair/Festival,"Chicken Wings, Bbq",NA,NA,NA,NA,7,NA,NA
2007,September,Florida,Grocery Store,"Crackers, Unspecified",NA,NA,NA,NA,3,NA,NA
2007,September,Georgia,Private Home/Residence; Catering Service,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,6,3,0
2007,September,Illinois,Restaurant,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,10,7,0
2007,September,Illinois,Private Home/Residence; Catering Service; Religious Facility,NA,NA,Campylobacter jejuni,NA,Confirmed,18,0,0
2007,September,Illinois,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,September,Illinois,Restaurant,NA,NA,NA,NA,NA,3,0,0
2007,September,Kansas,Restaurant,NA,NA,NA,NA,NA,2,1,0
2007,September,Kansas,Restaurant,NA,NA,Norovirus unknown,NA,Suspected,7,1,0
2007,September,Kansas,Restaurant,NA,NA,NA,NA,NA,5,0,0
2007,September,Kansas,Restaurant,NA,NA,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,8,1,0
2007,September,Kansas,Catering Service,Sausage,NA,Norovirus genogroup II; Adenovirus,Unknown,Suspected; Suspected,64,0,0
2007,September,Maine,NA,NA,NA,NA,NA,NA,10,1,0
2007,September,Maine,NA,NA,NA,NA,NA,NA,12,1,NA
2007,September,Michigan,Unknown,NA,NA,Salmonella enterica,Newport,Confirmed,5,1,0
2007,September,Michigan,Private Home/Residence,Pork,NA,Staphylococcus unknown,NA,Suspected,7,0,0
2007,September,Michigan,Restaurant,"Chicken, Unspecified",NA,Campylobacter jejuni,NA,Confirmed,11,0,0
2007,September,Michigan,NA,NA,NA,NA,NA,NA,7,NA,NA
2007,September,Minnesota,Restaurant,Cheese Products,NA,Norovirus genogroup II,Unknown,Suspected,8,0,0
2007,September,Minnesota,Religious Facility,"Pork, Roasted",NA,Clostridium perfringens,NA,Confirmed,23,0,0
2007,September,Minnesota,Private Home/Residence,"Grapes, Unspecified; Pineapple, Unspecified; Watermelon; Cake, Unspecified",NA,Norovirus genogroup I,NA,Suspected,12,2,0
2007,September,Minnesota,Private Home/Residence,"Beans, Baked",NA,Cryptosporidium unknown,NA,Confirmed,5,2,0
2007,September,Missouri,Restaurant,NA,NA,Norovirus genogroup II,Unknown,Confirmed,73,0,0
2007,September,Missouri,Private Home/Residence; Catering Service,Lettuce Based Salads; Chicken Parmesan,NA,Giardia intestinalis,NA,Confirmed,15,0,0
2007,September,New Jersey,Private Home/Residence,Mushrooms,NA,Mycotoxins,NA,Suspected,2,2,0
2007,September,New Jersey,NA,NA,NA,Norovirus genogroup I,NA,Confirmed,7,NA,NA
2007,September,New York,Banquet Facility,"Steak, Unspecified; Chicken, Cacciatore; Eggplant, Unspecified",NA,NA,NA,NA,16,0,0
2007,September,North Carolina,NA,Ground Beef,NA,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,17,1,0
2007,September,North Dakota,Banquet Facility,NA,NA,Norovirus unknown,NA,Confirmed,29,0,0
